shift_index,shift,method,metric,repeat_count,mean,sample_sd,monte_carlo_standard_error,ci95_low,ci95_high,repeat_quantile_2_5,repeat_quantile_97_5
0,No shift,Pooled associative latent class model,accuracy,50,0.8049200000000001,0.014114459223919023,0.001996085966002831,0.8009087150715396,0.8089312849284606,0.782,0.8277749999999999
0,No shift,Pooled associative latent class model,adjusted_rand_index,50,0.37205803149844063,0.034225288203871856,0.0048401866754043486,0.3623313122124652,0.3817847507844161,0.3174192895555758,0.42917225755414096
0,No shift,Pooled associative latent class model,false_atrial_renal_competing,50,0.30030888507476283,0.0508400960616032,0.007189875336267022,0.28586028964095433,0.31475748050857133,0.18011006289308176,0.3797503110386546
0,No shift,Pooled associative latent class model,brier_score,50,0.1363334534421859,0.007091133520956492,0.0010028377197935149,0.13431817559362969,0.1383487312907421,0.12462496886771324,0.15170660561695237
0,No shift,Pooled associative latent class model,expected_calibration_error,50,0.037073694085166836,0.01336674930184422,0.0018903438147509196,0.03327490596538297,0.040872482204950704,0.018297989523179157,0.05720372705283023
0,No shift,Pooled associative latent class model,mean_posterior_entropy,50,0.41848855950206876,0.013068579968885996,0.0018481763032955935,0.4147745101691169,0.42220260883502064,0.3931627872651436,0.4399564765988097
0,No shift,Pooled associative latent class model,predicted_atrial_prevalence,50,0.49848000000000003,0.039900508922129034,0.005642784086326356,0.48714040083165167,0.5098195991683484,0.428125,0.5563
0,No shift,Pooled associative latent class model,accuracy_complete_case,50,0.8110188568663186,0.0147014978346271,0.002079105762492833,0.8068407374106403,0.8151969763219968,0.7856949996342559,0.8367045031499539
0,No shift,Pooled associative latent class model,accuracy_any_missing,50,0.7722617248694494,0.030272393705851004,0.00428116297443124,0.7636584057699178,0.780865043968981,0.7237281263337602,0.8368589743589744
0,No shift,Pooled associative latent class model,accuracy_electrical_missing,50,0.7819034387328689,0.06277879041741417,0.008878261683768521,0.7640619039044144,0.7997449735613235,0.6603658536585366,0.8744015957446809
0,No shift,Pooled associative latent class model,biomarker_missing_fraction,50,0.05493333333333334,0.003887884547990513,0.0005498299056708974,0.053828408770264,0.05603825789640268,0.04948333333333333,0.06225833333333333
0,No shift,Pooled associative latent class model,all_biomarkers_missing_rate,50,0.00026000000000000003,0.00048697315854455176,6.886840453253685e-05,0.0001216037596308149,0.00039839624036918514,0.0,0.001
0,No shift,Target-calibrated associative latent model,accuracy,50,0.8134799999999999,0.012142420160204384,0.001717197527059353,0.8100291623723618,0.816930837627638,0.7922250000000001,0.83255
0,No shift,Target-calibrated associative latent model,adjusted_rand_index,50,0.3930499337568325,0.030452284637439306,0.004306603393951252,0.38439549022021136,0.40170437729345365,0.34093500049061753,0.4418058512348297
0,No shift,Target-calibrated associative latent model,false_atrial_renal_competing,50,0.17124590240605186,0.07414137726074371,0.010485174125516394,0.1501751561264259,0.19231664868567783,0.06673881673881674,0.292355992918022
0,No shift,Target-calibrated associative latent model,brier_score,50,0.13065150072413545,0.007070523652081247,0.0009999230441853045,0.12864208013550577,0.13266092131276513,0.12111323280974162,0.14462084326403418
