heart_failure_effect_sd,comparator,metric,difference_definition,repeat_count,mean_difference,ci95_low,ci95_high
0.65,Two-path latent SCM (counterfactual query),expected_calibration_error,causal SCM minus comparator,500,-0.07682117529855338,-0.0784909950397741,-0.07515135555733267
0.65,Two-path latent SCM (counterfactual query),accuracy__heart_failure_only,causal SCM minus comparator,500,-0.0019040802292112973,-0.0034772048345786287,-0.0003309556238439658
0.65,Two-path latent SCM (counterfactual query),accuracy__redundant,causal SCM minus comparator,500,-0.00485857762292747,-0.009082399005946103,-0.0006347562399088387
0.65,Two-path latent SCM (counterfactual query),accuracy__renal_only,causal SCM minus comparator,500,-0.005324330180507923,-0.006557828638655727,-0.004090831722360119
0.65,Two-path latent SCM (counterfactual query),accuracy__uncomplicated,causal SCM minus comparator,500,-0.00270396522104816,-0.0032612961143433537,-0.002146634327752966
0.65,Two-path latent SCM (counterfactual query),false_atrial__heart_failure_only,causal SCM minus comparator,500,-5.127512239909593e-06,-0.002958224894558548,0.002947969870078729
0.65,Two-path latent SCM (counterfactual query),false_atrial__redundant,causal SCM minus comparator,499,-0.0007753101941478691,-0.0074083437530951006,0.005857723364799362
0.65,Two-path latent SCM (counterfactual query),false_atrial__renal_only,causal SCM minus comparator,500,-0.0036515630664078493,-0.006615379252277729,-0.0006877468805379689
0.65,Two-path latent SCM (counterfactual query),false_atrial__uncomplicated,causal SCM minus comparator,500,0.0027517642321447885,0.0007356111569547983,0.004767917307334779
0.65,Two-path latent SCM (counterfactual query),mean_posterior_entropy__heart_failure_only,causal SCM minus comparator,500,0.24554801477060165,0.24238131079673153,0.24871471874447176
0.65,Two-path latent SCM (counterfactual query),mean_posterior_entropy__redundant,causal SCM minus comparator,500,0.24447226837384453,0.2395476587206128,0.24939687802707627
0.65,Two-path latent SCM (counterfactual query),mean_posterior_entropy__renal_only,causal SCM minus comparator,500,0.24361848727680782,0.24110378830038912,0.24613318625322653
0.65,Two-path latent SCM (counterfactual query),mean_posterior_entropy__uncomplicated,causal SCM minus comparator,500,0.24519723870161994,0.2428885534491643,0.24750592395407559
1.0,Associative latent class model,accuracy,causal SCM minus comparator,500,0.01502857142857143,0.013858916878547848,0.01619822597859501
1.0,Associative latent class model,adjusted_rand_index,causal SCM minus comparator,500,0.03718498404188721,0.03433314179578895,0.04003682628798547
1.0,Associative latent class model,false_atrial_renal_competing,causal SCM minus comparator,500,-0.21828986621777216,-0.22602691054089843,-0.2105528218946459
1.0,Associative latent class model,brier_score,causal SCM minus comparator,500,-0.010463319222267458,-0.01113043657957663,-0.009796201864958286
1.0,Associative latent class model,expected_calibration_error,causal SCM minus comparator,500,-0.006583389787546528,-0.00822095143230432,-0.004945828142788737
1.0,Associative latent class model,accuracy__heart_failure_only,causal SCM minus comparator,500,0.024395666491950456,0.0199742297629529,0.028817103220948014
1.0,Associative latent class model,accuracy__redundant,causal SCM minus comparator,500,0.1279688131900899,0.11413489801571147,0.14180272836446833
1.0,Associative latent class model,accuracy__renal_only,causal SCM minus comparator,500,0.0348574704733403,0.031070659672803598,0.038644281273877
1.0,Associative latent class model,accuracy__uncomplicated,causal SCM minus comparator,500,0.0073979153048724005,0.006027240925414597,0.008768589684330204
1.0,Associative latent class model,false_atrial__heart_failure_only,causal SCM minus comparator,500,-0.1336987910310417,-0.14165851736792312,-0.1257390646941603
1.0,Associative latent class model,false_atrial__redundant,causal SCM minus comparator,500,-0.4450299919035214,-0.46557047146357544,-0.4244895123434673
1.0,Associative latent class model,false_atrial__renal_only,causal SCM minus comparator,500,-0.20147201086866057,-0.20905545260602681,-0.19388856913129432
1.0,Associative latent class model,false_atrial__uncomplicated,causal SCM minus comparator,500,0.04863969565190721,0.04595601751772038,0.05132337378609404
1.0,Associative latent class model,mean_posterior_entropy__heart_failure_only,causal SCM minus comparator,500,-0.00529611098550445,-0.007284355836107919,-0.0033078661349009815
1.0,Associative latent class model,mean_posterior_entropy__redundant,causal SCM minus comparator,500,0.0586384888136918,0.050086322272956924,0.06719065535442667
1.0,Associative latent class model,mean_posterior_entropy__renal_only,causal SCM minus comparator,500,0.0021056547956630096,-1.1742163393029924e-05,0.00422305175471905
1.0,Associative latent class model,mean_posterior_entropy__uncomplicated,causal SCM minus comparator,500,-0.011818283752197527,-0.012924945555831962,-0.010711621948563092
1.0,Renal-adjusted associative latent class model,accuracy,causal SCM minus comparator,500,0.00611625615763547,0.005302613176094317,0.006929899139176623
1.0,Renal-adjusted associative latent class model,adjusted_rand_index,causal SCM minus comparator,500,0.015343351742164299,0.013304094898911299,0.0173826085854173
1.0,Renal-adjusted associative latent class model,false_atrial_renal_competing,causal SCM minus comparator,500,-0.04270609826171922,-0.05186179757117358,-0.03355039895226486
1.0,Renal-adjusted associative latent class model,brier_score,causal SCM minus comparator,500,-0.003983830014860142,-0.004468749728854378,-0.003498910300865905
1.0,Renal-adjusted associative latent class model,expected_calibration_error,causal SCM minus comparator,500,-0.0017654014041994489,-0.0028615275602296483,-0.0006692752481692492
1.0,Renal-adjusted associative latent class model,accuracy__heart_failure_only,causal SCM minus comparator,500,0.029838585752513157,0.025313679820614155,0.034363491684412155
1.0,Renal-adjusted associative latent class model,accuracy__redundant,causal SCM minus comparator,500,0.03998582228741651,0.02922303000161,0.05074861457322302
1.0,Renal-adjusted associative latent class model,accuracy__renal_only,causal SCM minus comparator,500,0.013994955588506918,0.010767786043730954,0.017222125133282883
1.0,Renal-adjusted associative latent class model,accuracy__uncomplicated,causal SCM minus comparator,500,0.0017904871248324056,0.001044806211040901,0.00253616803862391
1.0,Renal-adjusted associative latent class model,false_atrial__heart_failure_only,causal SCM minus comparator,500,-0.15277725533680803,-0.1606508760163088,-0.14490363465730724
1.0,Renal-adjusted associative latent class model,false_atrial__redundant,causal SCM minus comparator,500,-0.19431007717772422,-0.21304229806780134,-0.1755778562876471
1.0,Renal-adjusted associative latent class model,false_atrial__renal_only,causal SCM minus comparator,500,-0.03142418654000136,-0.04044040404311332,-0.02240796903688941
1.0,Renal-adjusted associative latent class model,false_atrial__uncomplicated,causal SCM minus comparator,500,0.014042254717625638,0.011776309948905059,0.016308199486346216
1.0,Renal-adjusted associative latent class model,mean_posterior_entropy__heart_failure_only,causal SCM minus comparator,500,0.002308760520009144,0.00011028643979156278,0.004507234600226725
1.0,Renal-adjusted associative latent class model,mean_posterior_entropy__redundant,causal SCM minus comparator,500,0.0064665133998160545,0.0009911370438128592,0.01194188975581925
1.0,Renal-adjusted associative latent class model,mean_posterior_entropy__renal_only,causal SCM minus comparator,500,-0.004305426485726486,-0.005988083044071627,-0.002622769927381345
1.0,Renal-adjusted associative latent class model,mean_posterior_entropy__uncomplicated,causal SCM minus comparator,500,-0.009753864792233767,-0.010483190609158156,-0.009024538975309379
1.0,Two-nuisance adjusted associative latent model,accuracy,causal SCM minus comparator,500,0.0023605911330049265,0.001675670579749034,0.003045511686260819
1.0,Two-nuisance adjusted associative latent model,adjusted_rand_index,causal SCM minus comparator,500,0.005914612693786345,0.004182324284245368,0.007646901103327322
1.0,Two-nuisance adjusted associative latent model,false_atrial_renal_competing,causal SCM minus comparator,500,-0.03818259000849652,-0.04650842883190181,-0.029856751185091228
1.0,Two-nuisance adjusted associative latent model,brier_score,causal SCM minus comparator,500,-0.0018276587879370104,-0.0022013978914373214,-0.0014539196844366993
1.0,Two-nuisance adjusted associative latent model,expected_calibration_error,causal SCM minus comparator,500,-0.0004427266811438403,-0.0013187447146471212,0.0004332913523594407
1.0,Two-nuisance adjusted associative latent model,accuracy__heart_failure_only,causal SCM minus comparator,500,0.0016980109353709914,-0.0003211646246275065,0.0037171864953694893
1.0,Two-nuisance adjusted associative latent model,accuracy__redundant,causal SCM minus comparator,500,0.012576334245912923,0.0054565844933231545,0.019696083998502693
1.0,Two-nuisance adjusted associative latent model,accuracy__renal_only,causal SCM minus comparator,500,0.01051449592151836,0.007653123654639991,0.01337586818839673
1.0,Two-nuisance adjusted associative latent model,accuracy__uncomplicated,causal SCM minus comparator,500,0.00022341009130484512,-0.00036060055640402104,0.0008074207390137113
1.0,Two-nuisance adjusted associative latent model,false_atrial__heart_failure_only,causal SCM minus comparator,500,-0.0001829654575585805,-0.004498842187732134,0.004132911272614973
1.0,Two-nuisance adjusted associative latent model,false_atrial__redundant,causal SCM minus comparator,500,-0.04109661286425992,-0.054533316820009184,-0.02765990890851065
1.0,Two-nuisance adjusted associative latent model,false_atrial__renal_only,causal SCM minus comparator,500,-0.03805310371515295,-0.046343227296785076,-0.02976298013352082
1.0,Two-nuisance adjusted associative latent model,false_atrial__uncomplicated,causal SCM minus comparator,500,0.0046801642584611905,0.0027025203582972802,0.0066578081586251
1.0,Two-nuisance adjusted associative latent model,mean_posterior_entropy__heart_failure_only,causal SCM minus comparator,500,0.002353380931107063,0.0017441819342298244,0.0029625799279843013
1.0,Two-nuisance adjusted associative latent model,mean_posterior_entropy__redundant,causal SCM minus comparator,500,0.005440314265469137,0.0024652515041767306,0.008415377026761543
1.0,Two-nuisance adjusted associative latent model,mean_posterior_entropy__renal_only,causal SCM minus comparator,500,0.0058158495643615095,0.004541326610611231,0.007090372518111788
1.0,Two-nuisance adjusted associative latent model,mean_posterior_entropy__uncomplicated,causal SCM minus comparator,500,0.0018241782942825515,0.001507072495667687,0.002141284092897416
1.0,Two-path latent SCM (counterfactual query),accuracy,causal SCM minus comparator,500,-0.0034463054187192097,-0.00391713016973324,-0.002975480667705179
1.0,Two-path latent SCM (counterfactual query),adjusted_rand_index,causal SCM minus comparator,500,-0.00880152884137157,-0.009996800333470836,-0.0076062573492723055
1.0,Two-path latent SCM (counterfactual query),false_atrial_renal_competing,causal SCM minus comparator,500,-0.004387239158540444,-0.007382361935077958,-0.0013921163820029303
1.0,Two-path latent SCM (counterfactual query),brier_score,causal SCM minus comparator,500,-0.02010984551140209,-0.020544550169226357,-0.01967514085357782
1.0,Two-path latent SCM (counterfactual query),expected_calibration_error,causal SCM minus comparator,500,-0.07647899115674549,-0.07816575994877296,-0.07479222236471801
1.0,Two-path latent SCM (counterfactual query),accuracy__heart_failure_only,causal SCM minus comparator,500,-0.0030609548452986365,-0.00457775327520621,-0.001544156415391063
1.0,Two-path latent SCM (counterfactual query),accuracy__redundant,causal SCM minus comparator,500,-0.005739677311159383,-0.009774979959018014,-0.0017043746633007527
1.0,Two-path latent SCM (counterfactual query),accuracy__renal_only,causal SCM minus comparator,500,-0.004382489266595153,-0.005625481296568216,-0.0031394972366220898
1.0,Two-path latent SCM (counterfactual query),accuracy__uncomplicated,causal SCM minus comparator,500,-0.003191029497675547,-0.003709727638975037,-0.0026723313563760576
1.0,Two-path latent SCM (counterfactual query),false_atrial__heart_failure_only,causal SCM minus comparator,500,0.0032118526980248418,0.0002741224226274165,0.006149582973422267
1.0,Two-path latent SCM (counterfactual query),false_atrial__redundant,causal SCM minus comparator,500,0.0009099270011034719,-0.006385475556051118,0.008205329558258062
1.0,Two-path latent SCM (counterfactual query),false_atrial__renal_only,causal SCM minus comparator,500,-0.004693307041402668,-0.007736875686937135,-0.001649738395868201
1.0,Two-path latent SCM (counterfactual query),false_atrial__uncomplicated,causal SCM minus comparator,500,0.0032959739593900078,0.00119846294822231,0.005393484970557706
1.0,Two-path latent SCM (counterfactual query),mean_posterior_entropy__heart_failure_only,causal SCM minus comparator,500,0.24290538788906885,0.2399289132490747,0.245881862529063
1.0,Two-path latent SCM (counterfactual query),mean_posterior_entropy__redundant,causal SCM minus comparator,500,0.2386998508734888,0.23388512561350408,0.24351457613347352
1.0,Two-path latent SCM (counterfactual query),mean_posterior_entropy__renal_only,causal SCM minus comparator,500,0.2413749464025521,0.23888433614954696,0.24386555665555726
1.0,Two-path latent SCM (counterfactual query),mean_posterior_entropy__uncomplicated,causal SCM minus comparator,500,0.24319397583022698,0.24098216293574837,0.2454057887247056
