heart_failure_effect_sd,method,metric,repeat_count,mean,sample_sd,monte_carlo_standard_error,ci95_low,ci95_high,repeat_quantile_2_5,repeat_quantile_97_5
0.0,Two-nuisance adjusted associative latent model,mean_posterior_entropy,500,0.3710484742862985,0.01932178756334013,0.0008640966087687711,0.3693507582823977,0.3727461902901993,0.33520340120640646,0.40982923757273654
0.0,Two-nuisance adjusted associative latent model,predicted_atrial_prevalence,500,0.4981261083743842,0.04430695642876417,0.0019814673290167602,0.49423306127578315,0.5020191554729853,0.4107881773399015,0.5857389162561576
0.0,Two-nuisance adjusted associative latent model,renal_competing_subgroup_size,500,101.17,9.425645101060313,0.4215276635551747,100.34181221029878,101.99818778970122,83.0,119.0
0.0,Two-nuisance adjusted associative latent model,accuracy__uncomplicated,500,0.8200606319548056,0.015255289201509103,0.0006822372734198568,0.8187202203320904,0.8214010435775209,0.7889227107103912,0.8487903852094106
0.0,Two-nuisance adjusted associative latent model,false_atrial__uncomplicated,500,0.17903574778025658,0.052579141799138224,0.0023514107052294733,0.1744158620574092,0.18365563350310396,0.09438302343642926,0.2900846715328466
0.0,Two-nuisance adjusted associative latent model,mean_posterior_entropy__uncomplicated,500,0.3723421705046681,0.019996625536669855,0.0008942762804120401,0.37058515961287947,0.37409918139645676,0.3339974567242537,0.4127343657807692
0.0,Two-nuisance adjusted associative latent model,subgroup_size__uncomplicated,500,756.674,13.865649515004549,0.6200906973547432,755.4556895818291,757.8923104181708,729.475,783.525
0.0,Two-nuisance adjusted associative latent model,competing_subgroup_size__uncomplicated,500,379.066,15.033351166476129,0.6723119027573276,377.7450890447418,380.38691095525814,351.0,409.525
0.0,Two-nuisance adjusted associative latent model,accuracy__renal_only,500,0.8074836657150426,0.03824368667535437,0.0017103096623259058,0.8041233700537807,0.8108439613763045,0.7243902943121694,0.8681318681318682
0.0,Two-nuisance adjusted associative latent model,false_atrial__renal_only,500,0.19169742317936833,0.10874364242543169,0.004863163531683907,0.1821426228554896,0.20125222350324706,0.032068077803203664,0.4459795321637426
0.0,Two-nuisance adjusted associative latent model,mean_posterior_entropy__renal_only,500,0.36628373647981505,0.02630664170687749,0.0011764687823261832,0.3639722936855993,0.3685951792740308,0.31242153590022165,0.4146717895007246
