repeat,shift_index,shift,causal_renal_path_estimate,true_renal_path,causal_inflammation_path_estimate,true_inflammation_path,adjusted_irrelevant_slope_rms,target_missing_fraction,target_all_missing_rate
134,0,Exact no shift,0.9591246279262452,1.0,1.0227513283142327,0.8,0.16205905477798055,0.05366666666666667,0.0
135,0,Exact no shift,1.1624965391224378,1.0,0.47670448070557986,0.8,0.11876815313137731,0.050333333333333334,0.001
136,0,Exact no shift,0.8435122316843601,1.0,1.060000030983408,0.8,0.2098504541879782,0.056,0.0
137,0,Exact no shift,1.204386397338756,1.0,0.8291228253055175,0.8,0.17300269879880376,0.056,0.0
138,0,Exact no shift,0.8918911205662887,1.0,0.5089452219225961,0.8,0.1479545224769792,0.04766666666666667,0.0
139,0,Exact no shift,0.978090439036186,1.0,0.7521060176810918,0.8,0.1776525969297905,0.050666666666666665,0.0
140,0,Exact no shift,0.6902265606220062,1.0,0.6971270910070904,0.8,0.30666125443246317,0.05633333333333333,0.0
141,0,Exact no shift,1.38369550386593,1.0,1.0096976248473206,0.8,0.20016446565130142,0.058,0.0
142,0,Exact no shift,0.9689962096579868,1.0,1.401066952869511,0.8,0.21642642910088772,0.05733333333333333,0.0
143,0,Exact no shift,0.8946672490441114,1.0,0.6060236327819899,0.8,0.23714963342670323,0.056,0.001
144,0,Exact no shift,1.0518327543655397,1.0,0.9024720753836687,0.8,0.25125858204592777,0.061,0.001
145,0,Exact no shift,1.0558434692272671,1.0,0.5029563734786182,0.8,0.09364372748344116,0.051666666666666666,0.0
146,0,Exact no shift,1.152192372124455,1.0,0.4690659385158487,0.8,0.23610542064437642,0.04933333333333333,0.0
147,0,Exact no shift,1.0353839655899102,1.0,0.29335978939339324,0.8,0.1769990109954053,0.05466666666666667,0.0
148,0,Exact no shift,1.0556521248804942,1.0,0.9463786460015305,0.8,0.2190860317640354,0.055,0.001
149,0,Exact no shift,1.1833871692086506,1.0,0.9176883904065485,0.8,0.04565209686246658,0.059,0.0
150,0,Exact no shift,0.6903969702119184,1.0,1.0192114935564005,0.8,0.17593545238573088,0.04533333333333334,0.0
151,0,Exact no shift,1.1486916406684617,1.0,1.0216375927765284,0.8,0.11932836009403812,0.05466666666666667,0.0
152,0,Exact no shift,1.3051162106649852,1.0,0.9250499468847808,0.8,0.11064310971643583,0.053,0.0
153,0,Exact no shift,0.9228238737643919,1.0,0.9085392671945489,0.8,0.10898921032414742,0.052,0.0
154,0,Exact no shift,1.1073883781143803,1.0,0.5230801344068312,0.8,0.2623164806446691,0.052333333333333336,0.0
155,0,Exact no shift,0.9231897884378817,1.0,0.6872368574204573,0.8,0.13922475688006805,0.058,0.0
156,0,Exact no shift,1.0375735158665,1.0,0.6270153198781064,0.8,0.22228554571671363,0.058666666666666666,0.0
157,0,Exact no shift,0.4510676097961184,1.0,0.8129777964086481,0.8,0.2556778242618913,0.059333333333333335,0.0
