repeat,truth_k,selected_k,select_k2,bic_k1,bic_k2,bic_k2_minus_k1,minimum_k2_weight,k2_converged,k2_iterations
280,1,1,False,8392.02378334292,8420.699021364044,28.675238021123732,0.4663033755438187,True,30
281,1,1,False,8539.764826038325,8577.992484404715,38.22765836638973,0.4775701115185605,True,36
282,1,1,False,8741.896535989916,8782.496061794516,40.59952580460049,0.4816962991397037,True,19
283,1,1,False,8570.055322912729,8615.569225909801,45.513902997072364,0.4932997716233553,True,15
284,1,1,False,8432.144357272326,8465.506010460782,33.36165318845633,0.47957823843743724,True,15
285,1,1,False,8577.775983366468,8616.691090894217,38.91510752774957,0.49427702382930533,True,48
286,1,1,False,8512.817718649214,8540.733282702486,27.915564053271737,0.4918888933686764,True,10
287,1,1,False,8485.001258933413,8524.920112599697,39.91885366628412,0.48642153151118994,True,25
288,1,1,False,8554.425236743467,8599.823951538667,45.39871479519934,0.48494730257641455,True,16
289,1,1,False,8520.44580505163,8561.888230116163,41.44242506453338,0.47603103070715885,True,12
290,1,1,False,8488.932841771806,8530.516597313608,41.58375554180202,0.4985921163395193,True,18
291,1,1,False,8611.812268503096,8649.606046020019,37.793777516923,0.4936225963780107,True,11
292,1,1,False,8605.652788325218,8647.606199506341,41.95341118112265,0.48908293367128036,True,13
293,1,1,False,8423.744461414026,8462.396636669502,38.65217525547632,0.49714435787860994,True,13
294,1,1,False,8438.711432280208,8477.827420713927,39.115988433719394,0.4937541298257846,True,13
295,1,1,False,8559.114508942544,8599.81526427259,40.70075533004638,0.497544757200628,True,29
296,1,1,False,8520.706530986172,8558.572708138474,37.86617715230204,0.48661606152494524,True,14
297,1,1,False,8630.250022706905,8674.790161279516,44.540138572610886,0.4900585781811477,True,15
298,1,1,False,8581.18024008405,8618.615514405226,37.43527432117662,0.4837904980811228,True,14
299,1,1,False,8557.905696913478,8600.027380188321,42.121683274843235,0.48817379219904994,True,8
300,1,1,False,8576.112809436041,8614.836982378687,38.724172942645964,0.4980365027509878,True,11
301,1,1,False,8467.68855530087,8511.2684794529,43.57992415202898,0.4871034270718136,True,40
302,1,1,False,8554.704244056142,8592.975406306836,38.27116225069403,0.496423006173205,True,14
303,1,1,False,8520.926060291884,8565.739036254197,44.81297596231343,0.49308917152595105,True,8
