repeat,renal_effect_sd,heart_failure_effect_sd,method,accuracy,adjusted_rand_index,false_atrial_renal_competing,brier_score,expected_calibration_error,mean_posterior_entropy,predicted_atrial_prevalence,renal_competing_subgroup_size,accuracy__uncomplicated,false_atrial__uncomplicated,mean_posterior_entropy__uncomplicated,subgroup_size__uncomplicated,competing_subgroup_size__uncomplicated,accuracy__renal_only,false_atrial__renal_only,mean_posterior_entropy__renal_only,subgroup_size__renal_only,competing_subgroup_size__renal_only,accuracy__heart_failure_only,false_atrial__heart_failure_only,mean_posterior_entropy__heart_failure_only,subgroup_size__heart_failure_only,competing_subgroup_size__heart_failure_only,accuracy__redundant,false_atrial__redundant,mean_posterior_entropy__redundant,subgroup_size__redundant,competing_subgroup_size__redundant
12,0.0,0.5,Supervised two-path SCM (posterior),0.81,0.38378402882756146,0.2222222222222222,0.1297295753173609,0.029127305801922434,0.39315114578047405,0.512,153,0.825,0.16943521594684385,0.3888270358579625,640,301,0.7986111111111112,0.2116788321167883,0.3924385835593467,288,137,0.7872340425531915,0.20833333333333334,0.431820699058183,47,24,0.6,0.3125,0.4393583164220656,25,16
12,0.0,0.5,Supervised two-path SCM (counterfactual query),0.813,0.3912668310878205,0.2222222222222222,0.15967289485407513,0.13299853846760026,0.11455877261935364,0.521,153,0.8328125,0.1760797342192691,0.1175667640920571,640,301,0.7951388888888888,0.2116788321167883,0.10419116646351889,288,137,0.7659574468085106,0.25,0.1478416638273239,47,24,0.6,0.3125,0.09441717836237729,25,16
13,0.0,0.5,Logistic regression (biomarkers only),0.831,0.43768132516974534,0.13580246913580246,0.11811077528939742,0.024104013883177157,0.3968522643437595,0.504,162,0.8187311178247734,0.19161676646706588,0.4043561561346202,662,334,0.8617021276595744,0.1390728476821192,0.379440085966678,282,151,0.7567567567567568,0.38461538461538464,0.38848557586230814,37,13,0.9473684210526315,0.09090909090909091,0.41012728595432885,19,11
13,0.0,0.5,Logistic regression (+ kidney status),0.83,0.43503465388420687,0.12345679012345678,0.11835016078746839,0.03164682007753277,0.3963439502832104,0.501,162,0.8187311178247734,0.19461077844311378,0.40412855176893503,662,334,0.8617021276595744,0.12582781456953643,0.3785642629525993,282,151,0.7567567567567568,0.38461538461538464,0.3858645211867903,37,13,0.8947368421052632,0.09090909090909091,0.4094073460858519,19,11
13,0.0,0.5,Logistic regression (+ kidney + heart failure),0.831,0.4376813068870697,0.12345679012345678,0.11838426704785235,0.023154838100777682,0.39614308034724205,0.502,162,0.8187311178247734,0.19760479041916168,0.4033189199372564,662,334,0.8652482269503546,0.12582781456953643,0.37805454122834414,282,151,0.7567567567567568,0.3076923076923077,0.40108928735463495,37,13,0.8947368421052632,0.09090909090909091,0.4049616363296718,19,11
13,0.0,0.5,Supervised two-path SCM (posterior),0.829,0.4323960180790529,0.12962962962962962,0.11851049237461064,0.022727689686895786,0.39283161101762676,0.502,162,0.8202416918429003,0.19461077844311378,0.400156958910365,662,334,0.8546099290780141,0.13245033112582782,0.37510500781154676,282,151,0.7567567567567568,0.38461538461538464,0.3919048429044349,37,13,0.8947368421052632,0.09090909090909091,0.4025059383497244,19,11
13,0.0,0.5,Supervised two-path SCM (counterfactual query),0.829,0.43239603653356923,0.13580246913580246,0.1449282268246017,0.11658450371299688,0.12408893216087466,0.504,162,0.8187311178247734,0.19461077844311378,0.12646351053541457,662,334,0.8581560283687943,0.1390728476821192,0.122151854782076,282,151,0.7567567567567568,0.38461538461538464,0.07125976525842796,37,13,0.8947368421052632,0.09090909090909091,0.1729817801748912,19,11
14,0.0,0.5,Logistic regression (biomarkers only),0.829,0.4323955896937021,0.11904761904761904,0.12141103265353279,0.03167086956570682,0.3888229907925513,0.471,168,0.8274760383386581,0.16666666666666666,0.3925450119285633,626,330,0.8344370860927153,0.12025316455696203,0.3732690154513188,302,158,0.7843137254901961,0.2727272727272727,0.4176091742473683,51,22,0.9047619047619048,0.1,0.43164298915983745,21,10
14,0.0,0.5,Logistic regression (+ kidney status),0.832,0.4403357629895001,0.125,0.12116868974991186,0.032033149729548,0.3889850743512774,0.474,168,0.8274760383386581,0.16363636363636364,0.3920177283046962,626,330,0.8443708609271523,0.12658227848101267,0.37482200672227406,302,158,0.7843137254901961,0.2727272727272727,0.4184022263397875,51,22,0.9047619047619048,0.1,0.4308198504324582,21,10
14,0.0,0.5,Logistic regression (+ kidney + heart failure),0.831,0.4376810339449726,0.13690476190476192,0.12213883618474691,0.029190546395991484,0.3886198657948473,0.473,168,0.8274760383386581,0.16666666666666666,0.39139843852999606,626,330,0.8443708609271523,0.13924050632911392,0.37418238773934437,302,158,0.8235294117647058,0.13636363636363635,0.4236905249935881,51,22,0.7619047619047619,0.1,0.4282450191959427,21,10
14,0.0,0.5,Supervised two-path SCM (posterior),0.831,0.43768088249066256,0.13095238095238096,0.12236890234670954,0.025625052128791008,0.3806983700986581,0.471,168,0.8258785942492013,0.16666666666666666,0.3836798374901744,626,330,0.847682119205298,0.13291139240506328,0.3658350142881825,302,158,0.8235294117647058,0.13636363636363635,0.41596204978707074,51,22,0.7619047619047619,0.1,0.4199310940779605,21,10
14,0.0,0.5,Supervised two-path SCM (counterfactual query),0.832,0.44033529462079024,0.11904761904761904,0.1408502990027998,0.10974495622586684,0.13431472016517393,0.468,168,0.8274760383386581,0.16666666666666666,0.13818584166010314,626,330,0.847682119205298,0.12025316455696203,0.12429498322639816,302,158,0.8235294117647058,0.13636363636363635,0.11029466359942205,51,22,0.7619047619047619,0.1,0.2213462146669803,21,10
15,0.0,0.5,Logistic regression (biomarkers only),0.823,0.4167331149439836,0.15,0.11917999069131381,0.021692807473341832,0.3729913292673408,0.521,140,0.8129713423831071,0.2,0.37406843806951345,663,340,0.8535714285714285,0.14074074074074075,0.3759170228072148,280,135,0.7096774193548387,0.5,0.407213897227161,31,14,0.8846153846153846,0.4,0.2732137548919709,26,5
15,0.0,0.5,Logistic regression (+ kidney status),0.82,0.40900948346851124,0.14285714285714285,0.11957122779860714,0.027122776440005728,0.3726686125668447,0.522,140,0.8114630467571644,0.2088235294117647,0.3735406599710887,663,340,0.8464285714285714,0.13333333333333333,0.3756087773988599,280,135,0.7096774193548387,0.5,0.4037545927271258,31,14,0.8846153846153846,0.4,0.2817040369150474,26,5
15,0.0,0.5,Logistic regression (+ kidney + heart failure),0.821,0.41157613882046296,0.15,0.11897958266419179,0.026166331278891786,0.3737876668105279,0.523,140,0.8114630467571644,0.2088235294117647,0.3727735482970618,663,340,0.8464285714285714,0.14074074074074075,0.3746982914977985,280,135,0.7419354838709677,0.42857142857142855,0.42984325429411796,31,14,0.8846153846153846,0.4,0.3230054533490264,26,5
15,0.0,0.5,Supervised two-path SCM (posterior),0.82,0.40900948346851124,0.15,0.11871893772634388,0.022680196255281584,0.3738645887432044,0.522,140,0.8099547511312217,0.2088235294117647,0.37270011453757945,663,340,0.8464285714285714,0.14074074074074075,0.37489928404460937,280,135,0.7419354838709677,0.42857142857142855,0.4318874856696457,31,14,0.8846153846153846,0.4,0.3232346621745993,26,5
15,0.0,0.5,Supervised two-path SCM (counterfactual query),0.821,0.4115755251055509,0.15,0.1430661952280549,0.11829723790616226,0.1269432488553009,0.515,140,0.8129713423831071,0.19705882352941176,0.12134032883396502,663,340,0.8428571428571429,0.14074074074074075,0.13411590476895466,280,135,0.7419354838709677,0.42857142857142855,0.20590279019048294,31,14,0.8846153846153846,0.4,0.09842965412191546,26,5
16,0.0,0.5,Logistic regression (biomarkers only),0.824,0.4193230924119713,0.1893939393939394,0.11912946345435971,0.02089780986756625,0.3828010800819747,0.512,132,0.8258258258258259,0.1791907514450867,0.38577625722756836,666,346,0.8228782287822878,0.18032786885245902,0.3864150239350568,271,122,0.8333333333333334,0.2777777777777778,0.3350159036760783,42,18,0.7619047619047619,0.3,0.33737872988659956,21,10
16,0.0,0.5,Logistic regression (+ kidney status),0.824,0.4193230924119713,0.19696969696969696,0.11899015274059356,0.02179692133732535,0.3825776501479718,0.512,132,0.8243243243243243,0.17630057803468208,0.38565823114589537,666,346,0.8228782287822878,0.1885245901639344,0.3858982969631072,271,122,0.8333333333333334,0.2777777777777778,0.3355120219097237,42,18,0.8095238095238095,0.3,0.33615832417118957,21,10
16,0.0,0.5,Logistic regression (+ kidney + heart failure),0.826,0.42452841194894214,0.19696969696969696,0.11823805036891782,0.025318174694182363,0.38172613105385855,0.514,132,0.8273273273273273,0.18208092485549132,0.3842698808530788,666,346,0.8191881918819188,0.19672131147540983,0.3840059942163075,271,122,0.8809523809523809,0.16666666666666666,0.34589335809366084,42,18,0.7619047619047619,0.2,0.3432973777692859,21,10
16,0.0,0.5,Supervised two-path SCM (posterior),0.827,0.4271429690682528,0.19696969696969696,0.11831721767000537,0.024677892245776118,0.38564305742717103,0.513,132,0.8288288288288288,0.1791907514450867,0.3881645767583164,666,346,0.8191881918819188,0.19672131147540983,0.3882280593505861,271,122,0.8809523809523809,0.16666666666666666,0.3488171057743405,42,18,0.7619047619047619,0.2,0.3459679418857713,21,10
16,0.0,0.5,Supervised two-path SCM (counterfactual query),0.826,0.42452885236046506,0.19696969696969696,0.14049470271368925,0.11276073693574115,0.13716492423676965,0.52,132,0.8273273273273273,0.1907514450867052,0.1411151967568133,666,346,0.8191881918819188,0.19672131147540983,0.12991351809962937,271,122,0.8809523809523809,0.16666666666666666,0.12280298618933141,42,18,0.7619047619047619,0.2,0.13418639865621332,21,10
17,0.0,0.5,Logistic regression (biomarkers only),0.838,0.456432443621852,0.22535211267605634,0.11844805885728932,0.02843497842507603,0.37267867068554883,0.494,142,0.8474320241691843,0.1271186440677966,0.376524672960826,662,354,0.8321428571428572,0.21804511278195488,0.3633883947222291,280,133,0.7027027027027027,0.45,0.40212053797199526,37,20,0.8571428571428571,0.3333333333333333,0.32343460753780945,21,9
17,0.0,0.5,Logistic regression (+ kidney status),0.839,0.4591431519355807,0.22535211267605634,0.11856633240016948,0.0292058968363682,0.3719092806622059,0.491,142,0.8459214501510574,0.1271186440677966,0.3759933594459709,662,354,0.8321428571428572,0.21804511278195488,0.36196395485267446,280,133,0.7567567567567568,0.35,0.40334683583309505,37,20,0.8571428571428571,0.3333333333333333,0.32037792497142037,21,9
17,0.0,0.5,Logistic regression (+ kidney + heart failure),0.84,0.4618618696265726,0.22535211267605634,0.11754404412042979,0.027971976578043633,0.3716114762155336,0.49,142,0.8489425981873112,0.1271186440677966,0.3750043417711882,662,354,0.8321428571428572,0.21804511278195488,0.3595433912475746,280,133,0.7567567567567568,0.3,0.4196259377705201,37,20,0.8095238095238095,0.3333333333333333,0.34096631981794895,21,9
17,0.0,0.5,Supervised two-path SCM (posterior),0.84,0.4618618696265726,0.22535211267605634,0.11777115171430533,0.025422967824865625,0.37728249813743675,0.49,142,0.8474320241691843,0.1271186440677966,0.38088156417307256,662,354,0.8321428571428572,0.21804511278195488,0.3656478353117242,280,133,0.7567567567567568,0.3,0.4215958190305918,37,20,0.8571428571428571,0.3333333333333333,0.3408792125451445,21,9
17,0.0,0.5,Supervised two-path SCM (counterfactual query),0.839,0.4591431498545304,0.22535211267605634,0.13482882768400378,0.11021151592657874,0.11898304686677272,0.489,142,0.8474320241691843,0.1271186440677966,0.12095448582162313,662,354,0.8321428571428572,0.21804511278195488,0.11306761557515566,280,133,0.7567567567567568,0.3,0.15333713807221214,37,20,0.8095238095238095,0.3333333333333333,0.07517956110203664,21,9
18,0.0,0.5,Logistic regression (biomarkers only),0.848,0.48389926871450933,0.2,0.11374641931841153,0.02707619581142113,0.3666328551370433,0.478,140,0.8507692307692307,0.12994350282485875,0.3703269787160831,650,354,0.8278388278388278,0.19852941176470587,0.3556501752089624,273,136,0.9,0.1,0.37930176836723967,60,30,0.8823529411764706,0.25,0.35704206102988856,17,4
18,0.0,0.5,Logistic regression (+ kidney status),0.85,0.4894892920458345,0.19285714285714287,0.11389219380426006,0.030843229359239072,0.3670418336364473,0.482,140,0.8507692307692307,0.13559322033898305,0.37051059788015744,650,354,0.8315018315018315,0.19117647058823528,0.35638179704912987,273,136,0.9166666666666666,0.1,0.3790594144475369,60,30,0.8823529411764706,0.25,0.3631852678282565,17,4
18,0.0,0.5,Logistic regression (+ kidney + heart failure),0.845,0.4755752713380731,0.19285714285714287,0.11429870620280361,0.027296030118353794,0.3673974182806164,0.481,140,0.8476923076923077,0.14124293785310735,0.3706383497109104,650,354,0.8315018315018315,0.19117647058823528,0.35583017193996497,273,136,0.8666666666666667,0.1,0.3782045520276187,60,30,0.8823529411764706,0.25,0.3910929945445357,17,4
18,0.0,0.5,Supervised two-path SCM (posterior),0.843,0.4700661353078564,0.20714285714285716,0.11447089903026036,0.02476223132260395,0.3774369220810095,0.485,140,0.8461538461538461,0.1440677966101695,0.38105689694751826,650,354,0.8278388278388278,0.20588235294117646,0.3647496345951426,273,136,0.8666666666666667,0.1,0.3892564902730945,60,30,0.8823529411764706,0.25,0.40105290613311956,17,4
18,0.0,0.5,Supervised two-path SCM (counterfactual query),0.845,0.47557505206758216,0.20714285714285716,0.12899627144041312,0.10209507958102183,0.12407851414402674,0.479,140,0.8492307692307692,0.1327683615819209,0.12144149407663143,650,354,0.8278388278388278,0.20588235294117646,0.12619367349361982,273,136,0.8666666666666667,0.1,0.1326804032071686,60,30,0.8823529411764706,0.25,0.16057917282517478,17,4
19,0.0,0.5,Logistic regression (biomarkers only),0.826,0.4245282376883897,0.17006802721088435,0.11895038818187594,0.03140335150904094,0.39528954295632596,0.482,147,0.8170914542728636,0.18309859154929578,0.39649138433590614,667,355,0.8296296296296296,0.16176470588235295,0.3950831475720667,270,136,0.926829268292683,0.041666666666666664,0.39035656534003754,41,24,0.8636363636363636,0.2727272727272727,0.37057820822167914,22,11
19,0.0,0.5,Logistic regression (+ kidney status),0.826,0.4245282376883897,0.17006802721088435,0.11895108510682097,0.0287746941773826,0.39526304732579387,0.482,147,0.8170914542728636,0.18309859154929578,0.3964591296136077,667,355,0.8296296296296296,0.16176470588235295,0.3950846839136114,270,136,0.926829268292683,0.041666666666666664,0.3902657812653462,41,24,0.8636363636363636,0.2727272727272727,0.3705020993165135,22,11
19,0.0,0.5,Logistic regression (+ kidney + heart failure),0.824,0.4193232995284029,0.17687074829931973,0.11875675389241226,0.025263856070513693,0.39426525760356257,0.484,147,0.815592203898051,0.18591549295774648,0.39607544428396746,667,355,0.8222222222222222,0.17647058823529413,0.3941357016111063,270,136,0.926829268292683,0.041666666666666664,0.3785962420763637,41,24,0.9090909090909091,0.18181818181818182,0.37017504118303196,22,11
19,0.0,0.5,Supervised two-path SCM (posterior),0.823,0.41673283232053415,0.17687074829931973,0.118900699150717,0.02751509069899725,0.38694844658008093,0.485,147,0.8140929535232384,0.18873239436619718,0.3887793436394098,667,355,0.8222222222222222,0.17647058823529413,0.3859587060891544,270,136,0.926829268292683,0.041666666666666664,0.37635237096402063,41,24,0.9090909090909091,0.18181818181818182,0.36333302359082065,22,11
19,0.0,0.5,Supervised two-path SCM (counterfactual query),0.823,0.4167330553970858,0.1836734693877551,0.1427419307225629,0.12452211778711772,0.12694441053497182,0.487,147,0.8140929535232384,0.18873239436619718,0.1265969799145432,667,355,0.8222222222222222,0.18382352941176472,0.12744589943234846,270,136,0.926829268292683,0.041666666666666664,0.11635528783370204,41,24,0.9090909090909091,0.18181818181818182,0.1510575129116197,22,11
0,0.0,1.0,Logistic regression (biomarkers only),0.833,0.4429991476812419,0.14189189189189189,0.12030931054781432,0.018268172144293146,0.3830329487908284,0.51,148,0.8436532507739938,0.15359477124183007,0.38199258034423816,646,306,0.8273381294964028,0.125,0.3787616343456134,278,136,0.7450980392156863,0.4074074074074074,0.38320712868410434,51,27,0.8,0.3333333333333333,0.45705775909923063,25,12
0,0.0,1.0,Logistic regression (+ kidney status),0.837,0.4537298327743525,0.1554054054054054,0.12023577237030629,0.019936234280821415,0.3833118606262816,0.512,148,0.846749226006192,0.14705882352941177,0.3821478741520442,646,306,0.8381294964028777,0.125,0.37949167280391527,278,136,0.7647058823529411,0.37037037037037035,0.38382613301944757,51,27,0.72,0.5,0.45482064402323014,25,12
0,0.0,1.0,Logistic regression (+ kidney + heart failure),0.839,0.45914334911502314,0.14189189189189189,0.11741119287236247,0.027970059302936574,0.3783726265802627,0.506,148,0.846749226006192,0.15359477124183007,0.37637124728925686,646,306,0.841726618705036,0.13970588235294118,0.37563562771196307,278,136,0.803921568627451,0.2222222222222222,0.3880420972034499,51,27,0.68,0.16666666666666666,0.4407979748040461,25,12
0,0.0,1.0,Supervised two-path SCM (posterior),0.838,0.456432650077017,0.14864864864864866,0.11746590712751685,0.022745760695914555,0.37531243781931495,0.505,148,0.846749226006192,0.1503267973856209,0.37315218625837726,646,306,0.8381294964028777,0.14705882352941177,0.3725852086682021,278,136,0.803921568627451,0.2222222222222222,0.38499324503965826,51,27,0.68,0.16666666666666666,0.4417112795848188,25,12
0,0.0,1.0,Supervised two-path SCM (counterfactual query),0.838,0.456432650077017,0.14189189189189189,0.1351706781165827,0.10945199813493417,0.12077075053126862,0.505,148,0.846749226006192,0.15359477124183007,0.11309638584589728,646,306,0.8381294964028777,0.13970588235294118,0.13179843207598216,278,136,0.803921568627451,0.2222222222222222,0.12170435164676324,51,27,0.68,0.16666666666666666,0.19454396894843992,25,12
1,0.0,1.0,Logistic regression (biomarkers only),0.835,0.4483491642159012,0.1951219512195122,0.12120106021499946,0.026664307294717998,0.3713621521375608,0.498,164,0.8333333333333334,0.16766467065868262,0.37876841790267785,642,334,0.8345323741007195,0.19047619047619047,0.3629192229244161,278,147,0.8367346938775511,0.2222222222222222,0.37696669502353636,49,27,0.8709677419354839,0.23529411764705882,0.28483599402905246,31,17
1,0.0,1.0,Logistic regression (+ kidney status),0.834,0.44567047283569483,0.18902439024390244,0.12116715698177294,0.0268636763799319,0.37154526009012595,0.497,164,0.8317757009345794,0.17065868263473055,0.3788532768922002,642,334,0.8345323741007195,0.1836734693877551,0.36336107245065785,278,147,0.8367346938775511,0.2222222222222222,0.3769242667798778,49,27,0.8709677419354839,0.23529411764705882,0.2850899713495673,31,17
1,0.0,1.0,Logistic regression (+ kidney + heart failure),0.835,0.44834917748202036,0.18902439024390244,0.12068062756109828,0.024296498188849214,0.36442876034869814,0.5,164,0.8333333333333334,0.17964071856287425,0.3726185323212679,642,334,0.8381294964028777,0.19047619047619047,0.35590457975026535,278,147,0.8163265306122449,0.14814814814814814,0.35881960225070386,49,27,0.8709677419354839,0.17647058823529413,0.2801299650834147,31,17
1,0.0,1.0,Supervised two-path SCM (posterior),0.84,0.4618626674494062,0.18902439024390244,0.12028661942010264,0.029171881414743642,0.3754739756955854,0.501,164,0.839563862928349,0.17365269461077845,0.3831204557037683,642,334,0.8381294964028777,0.19047619047619047,0.36720834397963936,278,147,0.8367346938775511,0.14814814814814814,0.3748859101684895,49,27,0.8709677419354839,0.17647058823529413,0.2921714164248545,31,17
1,0.0,1.0,Supervised two-path SCM (counterfactual query),0.836,0.4510358304272132,0.18902439024390244,0.13658424669074162,0.10846065231700816,0.12522364381854176,0.497,164,0.8333333333333334,0.17365269461077845,0.12888086428453516,642,334,0.8381294964028777,0.19047619047619047,0.11528880085831747,278,147,0.8367346938775511,0.14814814814814814,0.12608531973311066,49,27,0.8709677419354839,0.17647058823529413,0.13721489168824094,31,17
2,0.0,1.0,Logistic regression (biomarkers only),0.817,0.4013591476060286,0.20394736842105263,0.12575354647034104,0.044345423593792725,0.3966362074012329,0.503,152,0.8215962441314554,0.13013698630136986,0.3870738077492567,639,292,0.8215488215488216,0.18571428571428572,0.41302715927068523,297,140,0.7674418604651163,0.3333333333333333,0.43511028857484,43,24,0.7142857142857143,0.4166666666666667,0.3770112160641085,21,12
2,0.0,1.0,Logistic regression (+ kidney status),0.816,0.39882456843212727,0.18421052631578946,0.12545360784516205,0.044932512579432655,0.3968516800124251,0.504,152,0.8169014084507042,0.14383561643835616,0.3872464471031865,639,292,0.8282828282828283,0.16428571428571428,0.4133998042369412,297,140,0.7674418604651163,0.3333333333333333,0.4338915868465838,43,24,0.7142857142857143,0.4166666666666667,0.37924382003401425,21,12
2,0.0,1.0,Logistic regression (+ kidney + heart failure),0.818,0.403901719529291,0.19078947368421054,0.1225583863024159,0.0519315642933349,0.3895778481946824,0.502,152,0.8231611893583725,0.14383561643835616,0.3791333693218368,639,292,0.8148148148148148,0.19285714285714287,0.40514265863413096,297,140,0.7674418604651163,0.20833333333333334,0.44001536018335835,43,24,0.8095238095238095,0.16666666666666666,0.3839807188479699,21,12
2,0.0,1.0,Supervised two-path SCM (posterior),0.817,0.4013588504700608,0.20394736842105263,0.1227340348675992,0.0485080981648632,0.38153800723239306,0.507,152,0.8231611893583725,0.14383561643835616,0.3709312703179527,639,292,0.8114478114478114,0.2,0.3974087468230775,297,140,0.7674418604651163,0.25,0.43331663533227444,43,24,0.8095238095238095,0.25,0.3738053511180682,21,12
2,0.0,1.0,Supervised two-path SCM (counterfactual query),0.816,0.3988242103592502,0.21052631578947367,0.14462337524112223,0.12196209049216233,0.12977074894279433,0.508,152,0.8215962441314554,0.14383561643835616,0.12278324326102863,639,292,0.8114478114478114,0.20714285714285716,0.14195652854357854,297,140,0.7674418604651163,0.25,0.16821030188536543,43,24,0.8095238095238095,0.25,0.09133926383254928,21,12
3,0.0,1.0,Logistic regression (biomarkers only),0.825,0.42192140895009095,0.19186046511627908,0.12248230248465214,0.028413677044948682,0.37515222061366776,0.502,172,0.8306962025316456,0.16,0.3735663021377258,632,300,0.8239202657807309,0.18181818181818182,0.3761903920364446,301,165,0.7647058823529411,0.30303030303030304,0.40883895229419875,51,33,0.8125,0.42857142857142855,0.31088894329069067,16,7
3,0.0,1.0,Logistic regression (+ kidney status),0.833,0.44299856902557966,0.1569767441860465,0.12159284223388224,0.036339916521934974,0.37308639773353003,0.506,172,0.8417721518987342,0.17,0.37185152961688317,632,300,0.8305647840531561,0.14545454545454545,0.3727360886060699,301,165,0.7450980392156863,0.3333333333333333,0.40600715608355653,51,33,0.8125,0.42857142857142855,0.3235189615607109,16,7
3,0.0,1.0,Logistic regression (+ kidney + heart failure),0.833,0.44299862528382183,0.18604651162790697,0.11897192952989394,0.02150605249193611,0.36801813475116113,0.508,172,0.8386075949367089,0.17666666666666667,0.3653368644611302,632,300,0.8205980066445183,0.18181818181818182,0.3673713222461871,301,165,0.8431372549019608,0.15151515151515152,0.4013186974801056,51,33,0.8125,0.2857142857142857,0.3799509277587005,16,7
3,0.0,1.0,Supervised two-path SCM (posterior),0.834,0.4456694117229089,0.18604651162790697,0.11887792439821206,0.023086981542644932,0.3864815532673357,0.511,172,0.8370253164556962,0.18333333333333332,0.3838024110119643,632,300,0.8239202657807309,0.18181818181818182,0.3875238429985028,301,165,0.8627450980392157,0.12121212121212122,0.40681363870903037,51,33,0.8125,0.2857142857142857,0.4078910744415243,16,7
3,0.0,1.0,Supervised two-path SCM (counterfactual query),0.837,0.45372974155280166,0.19186046511627908,0.13875832491840723,0.10740923591565676,0.1301584241754118,0.516,172,0.8401898734177216,0.18333333333333332,0.1352793132921387,632,300,0.8272425249169435,0.18787878787878787,0.11814860026085379,301,165,0.8627450980392157,0.12121212121212122,0.12351981844798748,51,33,0.8125,0.2857142857142857,0.17497867221348684,16,7
4,0.0,1.0,Logistic regression (biomarkers only),0.827,0.4271429103269079,0.11971830985915492,0.11883459629988974,0.02826444040380325,0.3855891148573857,0.491,142,0.8073959938366718,0.17765042979942694,0.388054689530975,649,349,0.867595818815331,0.11278195488721804,0.39421628263395436,287,133,0.8297872340425532,0.42105263157894735,0.31020637451573096,47,19,0.8823529411764706,0.2222222222222222,0.35422639021168567,17,9
4,0.0,1.0,Logistic regression (+ kidney status),0.827,0.4271429103269079,0.11971830985915492,0.118817700403627,0.029216612778896266,0.3855652486165802,0.491,142,0.8073959938366718,0.17765042979942694,0.38802791801566033,649,349,0.867595818815331,0.11278195488721804,0.3941711686952179,287,133,0.8297872340425532,0.42105263157894735,0.31047508203384533,47,19,0.8823529411764706,0.2222222222222222,0.3538632678410808,17,9
4,0.0,1.0,Logistic regression (+ kidney + heart failure),0.831,0.4376815721480215,0.11267605633802817,0.11713318573193875,0.027247949113627195,0.38435096284950127,0.487,142,0.8089368258859785,0.18051575931232092,0.38425424880001524,649,349,0.8710801393728222,0.11278195488721804,0.388848357207524,287,133,0.851063829787234,0.21052631578947367,0.3633879262134752,47,19,0.9411764705882353,0.1111111111111111,0.37007319574698316,17,9
4,0.0,1.0,Supervised two-path SCM (posterior),0.83,0.4350348910200253,0.11267605633802817,0.11745412886131575,0.02561926571563596,0.3916815623047139,0.488,142,0.8089368258859785,0.18051575931232092,0.3921190551084349,649,349,0.8710801393728222,0.11278195488721804,0.39680707671691673,287,133,0.8297872340425532,0.2631578947368421,0.3603630563512597,47,19,0.9411764705882353,0.1111111111111111,0.3750353454750172,17,9
4,0.0,1.0,Supervised two-path SCM (counterfactual query),0.829,0.4323960565168605,0.11971830985915492,0.1370801330131078,0.11271580001263665,0.12386087453898412,0.499,142,0.8058551617873652,0.19484240687679083,0.1235017837001287,649,349,0.8745644599303136,0.12030075187969924,0.12447970007761676,287,133,0.8297872340425532,0.2631578947368421,0.12791403173357638,47,19,0.9411764705882353,0.1111111111111111,0.11591667669685198,17,9
5,0.0,1.0,Logistic regression (biomarkers only),0.827,0.42714347514703294,0.12408759124087591,0.12093353598248104,0.03522241077185136,0.3858373956718789,0.503,137,0.8180428134556575,0.16981132075471697,0.3864377204894273,654,318,0.8419117647058824,0.125,0.3833515447056049,272,128,0.8181818181818182,0.28,0.3913442468902074,55,25,0.9473684210526315,0.1111111111111111,0.3848196175214494,19,9
5,0.0,1.0,Logistic regression (+ kidney status),0.827,0.42714347514703294,0.12408759124087591,0.12090588372694237,0.033295770648670286,0.3858425372686846,0.503,137,0.8180428134556575,0.16981132075471697,0.3864468188928534,654,318,0.8419117647058824,0.125,0.3833238667459868,272,128,0.8181818181818182,0.28,0.39148903366680243,55,25,0.9473684210526315,0.1111111111111111,0.38475416348294705,19,9
5,0.0,1.0,Logistic regression (+ kidney + heart failure),0.83,0.43503536925826525,0.12408759124087591,0.11996297368960197,0.025985131396669463,0.38203143756582175,0.502,137,0.8149847094801224,0.1761006289308176,0.38201971543951607,654,318,0.8419117647058824,0.1328125,0.3788851727115022,272,128,0.8909090909090909,0.12,0.4017520874186044,55,25,1.0,0.0,0.3703900990961292,19,9
5,0.0,1.0,Supervised two-path SCM (posterior),0.823,0.41673304832776115,0.145985401459854,0.12009838107482668,0.027659171270573907,0.38323892283682864,0.505,137,0.8119266055045872,0.18238993710691823,0.3833923120721216,654,318,0.8308823529411765,0.15625,0.37982724830681525,272,128,0.8909090909090909,0.12,0.40412496058445524,55,25,0.8947368421052632,0.0,0.36634033526643905,19,9
5,0.0,1.0,Supervised two-path SCM (counterfactual query),0.826,0.4245287859334309,0.145985401459854,0.1431536248358052,0.10900759269658855,0.13653120088769566,0.508,137,0.8149847094801224,0.18238993710691823,0.1300691449226629,654,318,0.8345588235294118,0.15625,0.14440111113522813,272,128,0.8909090909090909,0.12,0.1470551354031241,55,25,0.8947368421052632,0.0,0.21583397012211894,19,9
6,0.0,1.0,Logistic regression (biomarkers only),0.829,0.4323962448838825,0.16560509554140126,0.11654600539972412,0.02954202514903635,0.3858834487630106,0.481,157,0.8302180685358256,0.15223880597014924,0.38323268232349605,642,335,0.8364312267657993,0.14184397163120568,0.39297099868760904,269,141,0.8153846153846154,0.32142857142857145,0.3672987467395128,65,28,0.75,0.375,0.42768539692879104,24,16
