repeat,renal_effect_sd,heart_failure_effect_sd,method,accuracy,adjusted_rand_index,false_atrial_renal_competing,brier_score,expected_calibration_error,mean_posterior_entropy,predicted_atrial_prevalence,renal_competing_subgroup_size,accuracy__uncomplicated,false_atrial__uncomplicated,mean_posterior_entropy__uncomplicated,subgroup_size__uncomplicated,competing_subgroup_size__uncomplicated,accuracy__renal_only,false_atrial__renal_only,mean_posterior_entropy__renal_only,subgroup_size__renal_only,competing_subgroup_size__renal_only,accuracy__heart_failure_only,false_atrial__heart_failure_only,mean_posterior_entropy__heart_failure_only,subgroup_size__heart_failure_only,competing_subgroup_size__heart_failure_only,accuracy__redundant,false_atrial__redundant,mean_posterior_entropy__redundant,subgroup_size__redundant,competing_subgroup_size__redundant
6,0.0,0.0,Logistic regression (+ kidney status),0.82,0.40900844043543044,0.16774193548387098,0.1214523153023327,0.01902894496850848,0.39975735961201697,0.501,155,0.8307210031347962,0.17846153846153845,0.4000344852742597,638,325,0.8096885813148789,0.16216216216216217,0.40045158403912773,289,148,0.7142857142857143,0.34782608695652173,0.39751630869456306,49,23,0.875,0.2857142857142857,0.38860629557073817,24,7
6,0.0,0.0,Logistic regression (+ kidney + heart failure),0.82,0.40900844043543044,0.16774193548387098,0.12145439121128587,0.024165551463054696,0.3991052999058928,0.501,155,0.8307210031347962,0.17846153846153845,0.39990986012989693,638,325,0.8096885813148789,0.16216216216216217,0.40008857401092796,289,148,0.7142857142857143,0.34782608695652173,0.3929073492372503,49,23,0.875,0.2857142857142857,0.37853129755146336,24,7
6,0.0,0.0,Supervised two-path SCM (posterior),0.821,0.41157504357391234,0.17419354838709677,0.12140119875709343,0.020472988237398758,0.4020276021187554,0.504,155,0.8322884012539185,0.17846153846153845,0.4021774935899516,638,325,0.8096885813148789,0.16891891891891891,0.40341783823921007,289,148,0.7142857142857143,0.34782608695652173,0.39899459461282927,49,23,0.875,0.2857142857142857,0.38749461755025055,24,7
6,0.0,0.0,Supervised two-path SCM (counterfactual query),0.821,0.4115751527025371,0.17419354838709677,0.14202195229162107,0.11476561631618251,0.13305407816187034,0.508,155,0.8322884012539185,0.18461538461538463,0.13111889069029464,638,325,0.8096885813148789,0.16891891891891891,0.13316824681404035,289,148,0.7142857142857143,0.34782608695652173,0.15440741604455183,49,23,0.875,0.2857142857142857,0.13952663275090202,24,7
7,0.0,0.0,Logistic regression (biomarkers only),0.841,0.4645872481996656,0.15934065934065933,0.11373462681600259,0.03166286861380375,0.3922461424948939,0.476,182,0.8283333333333334,0.16139240506329114,0.40045481755080353,600,316,0.8584905660377359,0.1686746987951807,0.3767284131501119,318,166,0.8653846153846154,0.034482758620689655,0.42028311520595535,52,29,0.8666666666666667,0.0625,0.34396315306555175,30,16
7,0.0,0.0,Logistic regression (+ kidney status),0.839,0.459142171238857,0.18681318681318682,0.11434475794296636,0.03408851154476387,0.39159809494763015,0.478,182,0.83,0.1518987341772152,0.3998526669873881,600,316,0.8459119496855346,0.1927710843373494,0.3762046633535177,318,166,0.8653846153846154,0.034482758620689655,0.41761971558260647,52,29,0.9,0.125,0.34457288661610447,30,16
7,0.0,0.0,Logistic regression (+ kidney + heart failure),0.836,0.45103385885370345,0.18681318681318682,0.11485504360303606,0.03698914168255961,0.39088790881303925,0.477,182,0.83,0.1550632911392405,0.3999578618337587,600,316,0.8427672955974843,0.19879518072289157,0.3760467424128738,318,166,0.8461538461538461,0.034482758620689655,0.4048293110909063,52,29,0.8666666666666667,0.0625,0.34264011495876606,30,16
7,0.0,0.0,Supervised two-path SCM (posterior),0.839,0.45914178912168524,0.17582417582417584,0.11426876666509891,0.03707670751825558,0.3736418694301703,0.476,182,0.83,0.1550632911392405,0.38279750079597125,600,316,0.8490566037735849,0.18674698795180722,0.3569732670522661,318,166,0.8653846153846154,0.034482758620689655,0.3961221792428545,52,29,0.8666666666666667,0.0625,0.328250556977949,30,16
7,0.0,0.0,Supervised two-path SCM (counterfactual query),0.839,0.459141373776321,0.15934065934065933,0.1308053120632149,0.10182981050726507,0.12254484016387211,0.474,182,0.8266666666666667,0.16139240506329114,0.13480544476467,600,316,0.8553459119496856,0.1686746987951807,0.09910587478991009,318,166,0.8653846153846154,0.034482758620689655,0.1360970016370507,52,29,0.8666666666666667,0.0625,0.10229536789173559,30,16
8,0.0,0.0,Logistic regression (biomarkers only),0.83,0.4350348523533413,0.1870967741935484,0.11769302649627375,0.02099403648960839,0.3834088699796547,0.501,155,0.8223583460949464,0.17933130699088146,0.38489833327114736,653,329,0.8381294964028777,0.1836734693877551,0.384712196512022,278,147,0.9038461538461539,0.13793103448275862,0.3743509943530722,52,29,0.7647058823529411,0.25,0.3325891774643283,17,8
8,0.0,0.0,Logistic regression (+ kidney status),0.832,0.4403361553688209,0.17419354838709677,0.1177199029858003,0.016841965246525387,0.38322245983857633,0.501,155,0.8238897396630934,0.182370820668693,0.3846670206645592,653,329,0.841726618705036,0.17006802721088435,0.3845594178204669,278,147,0.9038461538461539,0.13793103448275862,0.3746439077791975,52,29,0.7647058823529411,0.25,0.3321114109418335,17,8
8,0.0,0.0,Logistic regression (+ kidney + heart failure),0.83,0.4350348523533413,0.18064516129032257,0.11793233830221447,0.02142821368576852,0.3833687175584955,0.501,155,0.8223583460949464,0.182370820668693,0.3846570064643131,653,329,0.841726618705036,0.17006802721088435,0.3844835783190691,278,147,0.9038461538461539,0.13793103448275862,0.3777157119063697,52,29,0.7058823529411765,0.375,0.3329435614980337,17,8
8,0.0,0.0,Supervised two-path SCM (posterior),0.832,0.4403361553688209,0.18064516129032257,0.11783330360286332,0.022075173634094197,0.3917769688601824,0.501,155,0.8238897396630934,0.182370820668693,0.3933452815349092,653,329,0.8381294964028777,0.17687074829931973,0.3928875913659221,278,147,0.9230769230769231,0.10344827586206896,0.38299270392394813,52,29,0.7647058823529411,0.25,0.3402428831832331,17,8
8,0.0,0.0,Supervised two-path SCM (counterfactual query),0.832,0.4403361553688209,0.18064516129032257,0.13637471567219628,0.11074965547260637,0.11841291188280659,0.501,155,0.8238897396630934,0.182370820668693,0.11204666595685958,653,329,0.8381294964028777,0.17687074829931973,0.13242583695644783,278,147,0.9230769230769231,0.10344827586206896,0.11129761231362935,52,29,0.7647058823529411,0.25,0.15556355875153224,17,8
9,0.0,0.0,Logistic regression (biomarkers only),0.845,0.4755756247600168,0.17613636363636365,0.1093246277953065,0.018796072961584944,0.3718037485681192,0.517,176,0.8440944881889764,0.15878378378378377,0.37626514812855816,635,296,0.8585526315789473,0.1728395061728395,0.3657825965546528,304,162,0.7804878048780488,0.16666666666666666,0.37223038948143217,41,18,0.8,0.21428571428571427,0.32080120925658145,20,14
9,0.0,0.0,Logistic regression (+ kidney status),0.85,0.4894895803377457,0.14772727272727273,0.10890522566700324,0.025147338424387634,0.3713451079810312,0.518,176,0.8440944881889764,0.16891891891891891,0.3758018452349284,635,296,0.8717105263157895,0.14814814814814814,0.3654701294989415,304,162,0.7804878048780488,0.16666666666666666,0.37227203684532284,41,18,0.85,0.14285714285714285,0.3172431689257619,20,14
9,0.0,0.0,Logistic regression (+ kidney + heart failure),0.85,0.4894895803377457,0.1534090909090909,0.10892101220482032,0.02298171841615317,0.37140420807268787,0.518,176,0.8472440944881889,0.16216216216216217,0.37579234816914037,635,296,0.8717105263157895,0.14814814814814814,0.36541082063030056,304,162,0.7560975609756098,0.2222222222222222,0.37286407209575406,41,18,0.8,0.21428571428571427,0.320187527887326,20,14
9,0.0,0.0,Supervised two-path SCM (posterior),0.843,0.4700661157672303,0.1590909090909091,0.10936486628037431,0.024076887871130045,0.37606682870227676,0.517,176,0.8377952755905512,0.16891891891891891,0.3803485950454701,635,296,0.868421052631579,0.15432098765432098,0.37016799099571496,304,162,0.7560975609756098,0.2222222222222222,0.37728508557202284,41,18,0.8,0.21428571428571427,0.3272856538626499,20,14
9,0.0,0.0,Supervised two-path SCM (counterfactual query),0.843,0.4700660342063405,0.1590909090909091,0.12508002064958673,0.09768813352259875,0.12261942346570377,0.515,176,0.8362204724409449,0.16554054054054054,0.12782170753276248,635,296,0.8717105263157895,0.15432098765432098,0.11311372500939984,304,162,0.7560975609756098,0.2222222222222222,0.12178698823814348,41,18,0.8,0.21428571428571427,0.10364001308890865,20,14
10,0.0,0.0,Logistic regression (biomarkers only),0.826,0.4245296813685619,0.20245398773006135,0.12728496718804191,0.03382122707011158,0.3666109224767578,0.528,163,0.8192955589586524,0.2037037037037037,0.3729639930460302,653,324,0.8381294964028777,0.20261437908496732,0.3625815042795425,278,153,0.8409090909090909,0.23529411764705882,0.33292738257157795,44,17,0.84,0.2,0.3047588797935146,25,10
10,0.0,0.0,Logistic regression (+ kidney status),0.822,0.41415108641795917,0.2085889570552147,0.12795341250735692,0.030846115197401495,0.36685499789002085,0.526,163,0.8147013782542113,0.2037037037037037,0.3730995773021575,653,324,0.8345323741007195,0.20915032679738563,0.3633322252203469,278,153,0.8409090909090909,0.23529411764705882,0.3344721906050294,44,17,0.84,0.2,0.29991355655336954,25,10
10,0.0,0.0,Logistic regression (+ kidney + heart failure),0.822,0.41415108641795917,0.2085889570552147,0.12794933129198463,0.030842905821471665,0.36684406552467125,0.526,163,0.8147013782542113,0.2037037037037037,0.37309817443237275,653,324,0.8345323741007195,0.20915032679738563,0.3633289348407813,278,153,0.8409090909090909,0.23529411764705882,0.3343554785556659,44,17,0.84,0.2,0.2997549071258112,25,10
10,0.0,0.0,Supervised two-path SCM (posterior),0.822,0.41415108641795917,0.2147239263803681,0.1275207569053208,0.032164587402977826,0.3770534705057055,0.526,163,0.8177641653905053,0.2006172839506173,0.3830566456277875,653,324,0.8309352517985612,0.21568627450980393,0.3727061551748125,278,153,0.8181818181818182,0.23529411764705882,0.3496691497003192,44,17,0.84,0.2,0.31678908741393275,25,10
