shift_index,shift,method,metric,repeat_count,mean,sample_sd,monte_carlo_standard_error,ci95_low,ci95_high,repeat_quantile_2_5,repeat_quantile_97_5
1,Mild shift,Target-calibrated associative latent model,all_biomarkers_missing_rate,10,0.0008,0.0013165611772087667,0.00041633319989322655,-0.0001418111302724297,0.0017418111302724298,0.0,0.0035500000000000006
1,Mild shift,Frozen causal latent SCM,accuracy,10,0.8070999999999999,0.012050357302217658,0.00381065756938498,0.7984796936842316,0.8157203063157683,0.7909,0.8285
1,Mild shift,Frozen causal latent SCM,adjusted_rand_index,10,0.37714006310219106,0.03001550071746182,0.009491734737759747,0.35566826737725676,0.39861185882712535,0.33785024094424826,0.43135158554228037
1,Mild shift,Frozen causal latent SCM,false_atrial_renal_competing,10,0.21994069319800777,0.05409463673167223,0.017106226127149092,0.1812437212350755,0.25863766516094,0.13055779183438757,0.2799146811834782
1,Mild shift,Frozen causal latent SCM,brier_score,10,0.13500389368599397,0.006795472486161283,0.00214891708332767,0.13014270551356474,0.1398650818584232,0.12475861991894817,0.1420910127747463
1,Mild shift,Frozen causal latent SCM,expected_calibration_error,10,0.039414148962424,0.013346366170197696,0.004220491558444318,0.029866733752723924,0.04896156417212407,0.02132551754925266,0.06340547296468153
1,Mild shift,Frozen causal latent SCM,mean_posterior_entropy,10,0.41033489644694876,0.014035211658020784,0.004438323628189392,0.40029471086037555,0.420375082033522,0.3875653137384508,0.42787478069224616
1,Mild shift,Frozen causal latent SCM,predicted_atrial_prevalence,10,0.5087999999999999,0.04963376986600062,0.015695576163719225,0.4732941399561204,0.5443058600438794,0.431675,0.5734
1,Mild shift,Frozen causal latent SCM,accuracy_complete_case,10,0.8197344810733149,0.012711450690192085,0.004019713654592636,0.8106412570369558,0.8288277051096741,0.8008199382791426,0.842938255033557
1,Mild shift,Frozen causal latent SCM,accuracy_any_missing,10,0.7708942492608825,0.01960549427246717,0.006199801655438204,0.7568693235377583,0.7849191749840067,0.7414085914085915,0.8001703703703704
