repeat,renal_effect_sd,method,converged,iterations,best_start,log_likelihood,minimum_effective_class_fraction,anchor_margin
444,0.0,Associative latent class model,True,18,1,-4110.786896331694,0.47199449536706645,2.0287703867800806
444,0.0,Renal-adjusted associative latent class model,True,20,0,-3634.535676159976,0.47475782214700246,2.0606554007570868
444,0.0,Biologically constrained latent SCM,True,19,1,-3634.801802779656,0.47235532850299267,2.036462273124717
445,0.0,Associative latent class model,True,22,1,-4080.9722557421933,0.4797201647955303,2.053473555709076
445,0.0,Renal-adjusted associative latent class model,True,32,1,-3597.7880551146422,0.4686161850674523,2.0945407589191554
445,0.0,Biologically constrained latent SCM,True,23,1,-3600.074148560555,0.47819565494914146,2.050409501240324
446,0.0,Associative latent class model,True,20,1,-4133.691433901547,0.46078018611245314,1.9603271547710257
446,0.0,Renal-adjusted associative latent class model,True,22,3,-3642.4267567380753,0.4613877379368083,1.9504309792526482
446,0.0,Biologically constrained latent SCM,True,21,1,-3642.787477071047,0.4580273792835894,1.94161802047414
447,0.0,Associative latent class model,True,35,3,-4145.716189512972,0.43310964818405906,2.0537324991583947
447,0.0,Renal-adjusted associative latent class model,True,49,0,-3646.061733440569,0.4127718489304776,2.105698235569103
447,0.0,Biologically constrained latent SCM,True,35,3,-3647.7088185583784,0.43557405988649867,2.057488495821469
448,0.0,Associative latent class model,True,15,1,-4130.129880715827,0.49788222861796866,2.131441842263559
448,0.0,Renal-adjusted associative latent class model,True,23,3,-3640.9428526772163,0.49890822991797124,2.126345977925299
448,0.0,Biologically constrained latent SCM,True,14,3,-3642.2546006661805,0.4972238960321848,2.1488699194454557
449,0.0,Associative latent class model,True,35,2,-4083.3092610760123,0.435661928545574,1.8363858927206742
449,0.0,Renal-adjusted associative latent class model,True,41,3,-3594.02850342866,0.4393881835651524,1.8623579883812924
449,0.0,Biologically constrained latent SCM,True,37,2,-3594.6124566635835,0.4351096442252674,1.8300659302675424
450,0.0,Associative latent class model,True,25,3,-4114.663319420668,0.4954372936461357,1.7972741618262968
450,0.0,Renal-adjusted associative latent class model,True,19,0,-3622.4035288443956,0.4931633644838044,1.8131946276684934
450,0.0,Biologically constrained latent SCM,True,22,1,-3624.896013762258,0.4903083438883189,1.7406288416537943
451,0.0,Associative latent class model,True,21,3,-4156.617288597857,0.48387799885556393,2.161194864121024
451,0.0,Renal-adjusted associative latent class model,True,16,0,-3662.402203978476,0.4786218774539379,2.182986850302414
451,0.0,Biologically constrained latent SCM,True,14,3,-3662.641735309171,0.4903577240609414,2.1309081731461066
452,0.0,Associative latent class model,True,42,2,-4171.628002787852,0.4215096117927973,2.2240741800656885
452,0.0,Renal-adjusted associative latent class model,True,35,0,-3667.124390801727,0.43816767839427584,2.2332255834370294
452,0.0,Biologically constrained latent SCM,True,45,2,-3667.8427046677925,0.4239393732034273,2.224758367617379
453,0.0,Associative latent class model,True,27,1,-4120.936945341592,0.45697930351542687,2.0536891757099696
453,0.0,Renal-adjusted associative latent class model,True,57,1,-3625.0870031043746,0.4992279634031129,2.1733844795924275
453,0.0,Biologically constrained latent SCM,True,28,1,-3629.2056228050383,0.46211065518241584,2.0344141007955305
454,0.0,Associative latent class model,True,21,0,-4164.967884877278,0.4556712785974706,1.9320282445980506
454,0.0,Renal-adjusted associative latent class model,True,113,1,-3681.02227835618,0.4052759976226591,2.0789078116796826
454,0.0,Biologically constrained latent SCM,True,22,0,-3682.321826859796,0.45962746318382175,1.93857966597658
455,0.0,Associative latent class model,True,28,1,-4099.678205061317,0.4930499887450672,1.9575619393231065
455,0.0,Renal-adjusted associative latent class model,True,62,1,-3619.946277438102,0.4639163964979578,2.0737339589661508
455,0.0,Biologically constrained latent SCM,True,16,0,-3622.4552695503244,0.4917929487267152,1.9853920736807793
456,0.0,Associative latent class model,True,45,1,-4135.017178490448,0.4339184509580915,2.347824033664989
456,0.0,Renal-adjusted associative latent class model,True,28,0,-3642.861796292271,0.443416204770312,2.3328424780303365
456,0.0,Biologically constrained latent SCM,True,32,3,-3645.432265279646,0.4336175683678192,2.353500200387697
457,0.0,Associative latent class model,True,15,0,-4090.3760534377125,0.4972211969227696,2.1338596856661307
457,0.0,Renal-adjusted associative latent class model,True,22,3,-3583.862097081631,0.4942904764871243,2.1333573846653606
457,0.0,Biologically constrained latent SCM,True,15,0,-3586.5935603505163,0.4982041460579748,2.13468801884289
458,0.0,Associative latent class model,True,24,3,-4093.5939002323994,0.4656039263829703,2.013374950160255
458,0.0,Renal-adjusted associative latent class model,True,27,0,-3633.40193639905,0.4733558399568017,2.0239129799973146
458,0.0,Biologically constrained latent SCM,True,42,2,-3634.062418305249,0.4399261845548908,2.031217180768746
459,0.0,Associative latent class model,True,25,0,-4142.1199972868735,0.45720844647693915,1.7223376391962941
459,0.0,Renal-adjusted associative latent class model,True,24,0,-3644.9291746266776,0.46050978560285644,1.7247705001750573
459,0.0,Biologically constrained latent SCM,True,25,1,-3644.994944299602,0.4597487045406507,1.7050441790326247
460,0.0,Associative latent class model,True,22,0,-4046.054073927033,0.4681847344560493,1.8899806517605657
460,0.0,Renal-adjusted associative latent class model,True,21,3,-3582.617125776728,0.4659187276778216,1.8841774924947114
460,0.0,Biologically constrained latent SCM,True,27,3,-3582.9215305837374,0.466472315635593,1.899521534082446
461,0.0,Associative latent class model,True,41,2,-4086.3161402098067,0.40556096666735075,2.1790249862988427
461,0.0,Renal-adjusted associative latent class model,True,30,1,-3589.5188642725197,0.42464011029748194,2.1407163709057535
461,0.0,Biologically constrained latent SCM,True,36,2,-3591.765176437825,0.4055019693674907,2.1830243574977226
462,0.0,Associative latent class model,True,40,2,-4150.810672853627,0.4336385901736522,2.07184182457169
462,0.0,Renal-adjusted associative latent class model,True,25,1,-3645.45888971767,0.44788117958114254,2.0827104091401205
462,0.0,Biologically constrained latent SCM,True,40,2,-3645.613318435007,0.4345540401773614,2.071498133705767
463,0.0,Associative latent class model,True,40,2,-4087.2919190626476,0.4343829815616482,1.8958506960162667
463,0.0,Renal-adjusted associative latent class model,True,22,3,-3619.3624597876333,0.4715486334099552,1.9416098618494986
463,0.0,Biologically constrained latent SCM,True,36,2,-3620.1949168018887,0.4456501130630356,1.8859017214023437
464,0.0,Associative latent class model,True,21,3,-4210.280747067814,0.4903171024390495,2.1188005329394657
464,0.0,Renal-adjusted associative latent class model,True,21,1,-3702.770278063359,0.49102025644949776,2.0802656639420842
464,0.0,Biologically constrained latent SCM,True,13,3,-3703.9464694638045,0.49940509133543204,2.113204232202756
465,0.0,Associative latent class model,True,20,0,-4135.632389773713,0.47891113090411447,1.9624809272435975
465,0.0,Renal-adjusted associative latent class model,True,21,1,-3639.9579448622117,0.4915706452146727,1.929201809271243
465,0.0,Biologically constrained latent SCM,True,18,3,-3640.442765710199,0.484778173153329,1.9443325144671464
466,0.0,Associative latent class model,True,13,0,-4161.0806986425305,0.4940136108247829,2.03246561395171
466,0.0,Renal-adjusted associative latent class model,True,14,0,-3666.560700961897,0.49371023459225827,2.0358071573339784
466,0.0,Biologically constrained latent SCM,True,14,0,-3667.2011232500245,0.4950507838963432,2.029725923039944
467,0.0,Associative latent class model,True,41,2,-4106.851943003276,0.4397172343066837,2.2638721136461184
467,0.0,Renal-adjusted associative latent class model,True,24,3,-3595.3571671871146,0.4722457808408147,2.4112930091851723
467,0.0,Biologically constrained latent SCM,True,44,2,-3600.4970005571495,0.44454069051779427,2.2736428537042697
468,0.0,Associative latent class model,True,22,1,-4107.074735019241,0.487398149006753,1.9076893131292647
468,0.0,Renal-adjusted associative latent class model,True,23,1,-3626.357841187253,0.48698947213427096,1.9128270297784484
468,0.0,Biologically constrained latent SCM,True,23,1,-3629.0141830358807,0.48641812588265976,1.8924301535497907
469,0.0,Associative latent class model,True,24,0,-4124.494362973592,0.4669710738825305,1.849872522760557
469,0.0,Renal-adjusted associative latent class model,True,34,3,-3622.545436674428,0.451461163164824,1.8571170868833322
469,0.0,Biologically constrained latent SCM,True,26,0,-3622.8429704727396,0.4585413604293501,1.8557916928372475
470,0.0,Associative latent class model,True,16,3,-4158.152329417417,0.4924003971248679,2.152025704396147
470,0.0,Renal-adjusted associative latent class model,True,16,0,-3683.01606514589,0.49229952495270723,2.157803525929349
470,0.0,Biologically constrained latent SCM,True,16,3,-3683.7746302784085,0.4925061443242326,2.1493964487399335
471,0.0,Associative latent class model,True,39,2,-4157.055032429776,0.444865560819831,2.0121060261188797
471,0.0,Renal-adjusted associative latent class model,True,21,1,-3659.6865525233634,0.4682673955610231,1.9964625434982433
471,0.0,Biologically constrained latent SCM,True,40,2,-3660.94843170037,0.44503457502770116,2.010761143241969
472,0.0,Associative latent class model,True,19,1,-4103.447884426105,0.47087897355962255,2.023919292802284
472,0.0,Renal-adjusted associative latent class model,True,32,1,-3609.3599399772615,0.44849252868231565,2.058475050317228
472,0.0,Biologically constrained latent SCM,True,20,1,-3611.359074920517,0.4690386428028577,2.0265001125504236
473,0.0,Associative latent class model,True,19,1,-4179.609582219731,0.46199909649809767,2.1757384964746587
473,0.0,Renal-adjusted associative latent class model,True,24,3,-3673.7429119976077,0.46137464721238436,2.1642213502222636
473,0.0,Biologically constrained latent SCM,True,21,1,-3674.158444038764,0.4589730804680678,2.1817755733415067
474,0.0,Associative latent class model,True,29,3,-4090.7565769675875,0.4602901576421317,1.853864523491549
474,0.0,Renal-adjusted associative latent class model,True,32,1,-3585.45942011396,0.4433414696867937,1.8292833087146096
474,0.0,Biologically constrained latent SCM,True,26,1,-3586.7718698680646,0.4496554781336816,1.8285484330448507
475,0.0,Associative latent class model,True,16,3,-4117.545200776083,0.4969723239195231,2.1201398751433054
475,0.0,Renal-adjusted associative latent class model,True,16,0,-3618.6141242220483,0.49309440738996607,2.138126463133843
475,0.0,Biologically constrained latent SCM,True,16,1,-3620.35310707372,0.4866990296947476,2.0813307101253873
476,0.0,Associative latent class model,True,16,0,-4135.318339633821,0.49307025935479076,1.9477764727601024
476,0.0,Renal-adjusted associative latent class model,True,23,1,-3635.2326322159615,0.4990811210441183,1.8994544305685723
476,0.0,Biologically constrained latent SCM,True,18,3,-3636.0808161075256,0.49690366699498045,1.922095276524856
477,0.0,Associative latent class model,True,14,0,-4153.783409997478,0.49866592863699594,2.1949690892664595
477,0.0,Renal-adjusted associative latent class model,True,29,1,-3667.2578753931043,0.48809551302744814,2.2015410351960614
477,0.0,Biologically constrained latent SCM,True,15,0,-3667.659045645129,0.4982668663649057,2.1945841347387463
478,0.0,Associative latent class model,True,15,0,-4144.953127319248,0.4811744225274764,2.3823401323906266
478,0.0,Renal-adjusted associative latent class model,True,39,3,-3645.822620309329,0.4696504220732685,2.412349370151329
478,0.0,Biologically constrained latent SCM,True,21,3,-3649.8295529075795,0.4761489493030057,2.3822296115728223
479,0.0,Associative latent class model,True,51,2,-4087.898402148171,0.45139170641672793,1.9095895821339157
479,0.0,Renal-adjusted associative latent class model,True,30,0,-3604.2410812447156,0.45894898498653947,1.925988452591593
479,0.0,Biologically constrained latent SCM,True,44,2,-3604.395592259658,0.4511179887718636,1.9040764958402345
480,0.0,Associative latent class model,True,15,1,-4117.902187807258,0.4871541641679676,2.2551177436904837
480,0.0,Renal-adjusted associative latent class model,True,17,3,-3629.1413161672012,0.49072478011864734,2.2879406014842947
480,0.0,Biologically constrained latent SCM,True,15,1,-3630.9087881462037,0.48726738777017076,2.255393810967189
481,0.0,Associative latent class model,True,19,1,-4160.841291512605,0.4675644268355984,2.1186170569086915
481,0.0,Renal-adjusted associative latent class model,True,22,1,-3657.105286663582,0.4663704876930199,2.1173018335783014
481,0.0,Biologically constrained latent SCM,True,19,1,-3657.384950022183,0.4673589115999419,2.11014958501572
482,0.0,Associative latent class model,True,41,2,-4141.5842266649415,0.41605033805289926,1.9382706557447895
482,0.0,Renal-adjusted associative latent class model,True,25,0,-3656.1847273154763,0.43940342488099887,1.928534199268146
482,0.0,Biologically constrained latent SCM,True,36,2,-3656.9905946399085,0.41938481654310095,1.929664610365029
483,0.0,Associative latent class model,True,14,0,-4154.050897015581,0.4936645450589144,2.2661035229807878
483,0.0,Renal-adjusted associative latent class model,True,39,3,-3652.281921199815,0.4621286568446766,2.2388943942340336
483,0.0,Biologically constrained latent SCM,True,13,0,-3655.1710691028957,0.49695950687055546,2.2619849023571095
484,0.0,Associative latent class model,True,21,0,-4135.524996825848,0.4718101374818609,1.862245278040926
484,0.0,Renal-adjusted associative latent class model,True,33,3,-3639.2416410094515,0.4627627708322588,1.8569614716933593
484,0.0,Biologically constrained latent SCM,True,21,0,-3640.5964928253215,0.4749438608505339,1.857275631853143
485,0.0,Associative latent class model,True,16,1,-4125.305858245965,0.4733682654116741,2.1762084697687194
485,0.0,Renal-adjusted associative latent class model,True,20,0,-3645.414276944007,0.4715927426340294,2.171711581750372
485,0.0,Biologically constrained latent SCM,True,16,1,-3646.1318075072277,0.47447827509893403,2.1703498279068336
486,0.0,Associative latent class model,True,33,2,-4099.336149291829,0.42506008169742787,2.242775798437484
486,0.0,Renal-adjusted associative latent class model,True,22,3,-3627.733677919319,0.4229167542795807,2.290707491426578
486,0.0,Biologically constrained latent SCM,True,29,2,-3629.7424927535412,0.4242218674314857,2.2449629146938888
487,0.0,Associative latent class model,True,23,1,-4087.7947228443195,0.4447293034434347,2.003587224120156
487,0.0,Renal-adjusted associative latent class model,True,29,1,-3586.9940608809857,0.43464587604790395,2.0264018594930664
487,0.0,Biologically constrained latent SCM,True,25,3,-3589.183327432504,0.4417171726462436,1.9941214126711828
488,0.0,Associative latent class model,True,19,3,-4139.199432547137,0.45137051288692814,1.9042417737076587
488,0.0,Renal-adjusted associative latent class model,True,49,3,-3656.167624682002,0.446551300299881,1.9248500937504045
488,0.0,Biologically constrained latent SCM,True,25,1,-3657.4799275380215,0.45942984754969346,1.8798077542267495
489,0.0,Associative latent class model,True,21,0,-4138.10326523743,0.4708454244421471,2.218131592791031
489,0.0,Renal-adjusted associative latent class model,True,21,0,-3655.3071869020987,0.4702424980475257,2.222760250503868
489,0.0,Biologically constrained latent SCM,True,21,0,-3655.5877513690402,0.4691979860350035,2.2239389459229515
490,0.0,Associative latent class model,True,16,0,-4148.685244591028,0.49257880165170337,2.0971424662957894
490,0.0,Renal-adjusted associative latent class model,True,16,0,-3681.286936565046,0.4932399334898041,2.0736733967585472
490,0.0,Biologically constrained latent SCM,True,16,0,-3681.6548501835814,0.492202506132689,2.091429903852508
491,0.0,Associative latent class model,True,40,3,-4202.4308893929765,0.4053955578640304,1.8120487957299285
491,0.0,Renal-adjusted associative latent class model,True,46,3,-3682.417257111347,0.406916758159529,1.821214787904578
491,0.0,Biologically constrained latent SCM,True,38,0,-3684.1716187127336,0.40542347309699606,1.8209552724651195
492,0.0,Associative latent class model,True,16,1,-4114.012932797045,0.46796271665234707,2.0217180975250715
492,0.0,Renal-adjusted associative latent class model,True,24,3,-3607.1219000159545,0.4638941091277107,2.0448085207913915
492,0.0,Biologically constrained latent SCM,True,18,1,-3607.304182028636,0.46273679213400404,2.040914070597157
493,0.0,Associative latent class model,True,18,3,-4118.6229296435995,0.49244169359074325,2.2120351100695865
493,0.0,Renal-adjusted associative latent class model,True,20,1,-3638.2582636808283,0.4913436043277152,2.204712740181887
493,0.0,Biologically constrained latent SCM,True,22,1,-3640.9242384004124,0.49237902580692455,2.230496256148239
494,0.0,Associative latent class model,True,15,0,-4119.933493574612,0.48473399278449736,2.050454168114733
494,0.0,Renal-adjusted associative latent class model,True,18,3,-3631.7829263328313,0.4808160811336966,2.0587035089636636
494,0.0,Biologically constrained latent SCM,True,15,0,-3632.9327323814623,0.4846569979787861,2.0504086654949125
495,0.0,Associative latent class model,True,25,0,-4189.019353491378,0.4294260266458306,2.005626826126724
495,0.0,Renal-adjusted associative latent class model,True,67,3,-3710.3977447165676,0.4952296212805638,2.0242266229317973
495,0.0,Biologically constrained latent SCM,True,24,0,-3714.1915442079508,0.43825701111251836,1.998951147749267
496,0.0,Associative latent class model,True,21,0,-4176.79268343119,0.4618706672955192,2.105688792616685
496,0.0,Renal-adjusted associative latent class model,True,21,1,-3706.8413166349433,0.492498513321921,2.091204008509126
496,0.0,Biologically constrained latent SCM,True,20,0,-3708.9502086601415,0.46627292299494494,2.1104987906464743
497,0.0,Associative latent class model,True,17,1,-4176.658989490284,0.46452410918277937,1.8540370678230838
497,0.0,Renal-adjusted associative latent class model,True,72,1,-3687.309876618988,0.4569131353033431,1.9419934153638172
497,0.0,Biologically constrained latent SCM,True,17,1,-3690.4948072684456,0.4706442457220372,1.8579472007726847
498,0.0,Associative latent class model,True,19,1,-4133.841481664016,0.47892837180636005,1.9352924786345282
498,0.0,Renal-adjusted associative latent class model,True,20,1,-3634.949190569839,0.48393930916478867,1.9370464141183503
498,0.0,Biologically constrained latent SCM,True,20,1,-3635.8369892864307,0.47710546910814217,1.9571746287471945
499,0.0,Associative latent class model,True,47,2,-4161.549520624883,0.4203890650626078,1.996809999229568
499,0.0,Renal-adjusted associative latent class model,True,29,1,-3655.899511009405,0.43772642922787525,2.0051986039207077
499,0.0,Biologically constrained latent SCM,True,28,1,-3655.926714668849,0.43834810757071935,2.0028756163320676
0,0.5,Associative latent class model,True,18,1,-4082.942397038333,0.4650976894240537,1.894386504790858
0,0.5,Renal-adjusted associative latent class model,True,17,1,-3597.7015616565477,0.46497708457624226,2.006774990127724
0,0.5,Biologically constrained latent SCM,True,17,1,-3598.0344012922023,0.4604372492983074,1.9897228996336622
1,0.5,Associative latent class model,True,15,0,-4140.757980844554,0.49038596915837096,2.2270443479191817
1,0.5,Renal-adjusted associative latent class model,True,35,0,-3639.088230028561,0.43206789368167825,2.2765831437510156
1,0.5,Biologically constrained latent SCM,True,21,3,-3641.080692815834,0.45461496736709556,2.19876942354379
2,0.5,Associative latent class model,True,23,2,-4114.963627244995,0.3769696086570186,1.778774814850248
2,0.5,Renal-adjusted associative latent class model,True,40,3,-3592.8170651189557,0.37541253845555217,1.9012685025515532
2,0.5,Biologically constrained latent SCM,True,29,2,-3593.189043319596,0.3636372663255621,1.883990990145162
3,0.5,Associative latent class model,True,18,1,-4149.174527138299,0.48100125955680634,2.2386092747494164
3,0.5,Renal-adjusted associative latent class model,True,17,1,-3648.667557122705,0.4865728745743587,2.37170141291243
3,0.5,Biologically constrained latent SCM,True,17,1,-3649.3651871936545,0.49041898284470326,2.3645237352765127
4,0.5,Associative latent class model,True,19,1,-4161.828361298976,0.4676649657165305,2.1248432223357536
4,0.5,Renal-adjusted associative latent class model,True,23,0,-3652.7507354440345,0.4704052240088399,2.2099720093564947
4,0.5,Biologically constrained latent SCM,True,39,2,-3653.2696593088535,0.4599805896884929,2.215712932704098
5,0.5,Associative latent class model,True,11,1,-4198.672635786667,0.4963769887203516,1.2461849453782208
5,0.5,Renal-adjusted associative latent class model,True,124,0,-3693.9860359401664,0.39258747272588485,1.9263293968634532
5,0.5,Biologically constrained latent SCM,True,40,2,-3694.426819631015,0.3968965631531381,1.8868703725302758
6,0.5,Associative latent class model,True,21,1,-4140.165817816494,0.46233361791138733,2.184591598102695
6,0.5,Renal-adjusted associative latent class model,True,22,1,-3644.1443063644583,0.46920058064384584,2.2818638562600198
6,0.5,Biologically constrained latent SCM,True,23,1,-3644.1531201098014,0.46871961307166854,2.287333219520738
7,0.5,Associative latent class model,True,30,3,-4133.951815321476,0.48212684570575964,1.5303064245932894
7,0.5,Renal-adjusted associative latent class model,True,30,0,-3621.868573833167,0.4828878614515639,1.7096170655934346
7,0.5,Biologically constrained latent SCM,True,16,1,-3622.166538534212,0.48334531059631813,1.691047678192369
8,0.5,Associative latent class model,True,39,2,-4124.066999381583,0.45660896536288925,1.8858839693615361
8,0.5,Renal-adjusted associative latent class model,True,30,3,-3639.7267004901855,0.4663453296278467,1.8990581526715122
8,0.5,Biologically constrained latent SCM,True,41,2,-3640.7707951864577,0.45425939792992454,1.9407511403084377
9,0.5,Associative latent class model,True,23,0,-4181.750012592749,0.4863592519236101,1.6561996718841638
9,0.5,Renal-adjusted associative latent class model,True,22,0,-3684.7431049547904,0.493668960972589,1.7838517771314715
9,0.5,Biologically constrained latent SCM,True,16,1,-3684.7936425604557,0.4940245342187537,1.7649397218251892
10,0.5,Associative latent class model,True,11,1,-4199.639221275874,0.49495426468828063,1.88159631282996
10,0.5,Renal-adjusted associative latent class model,True,15,1,-3688.4063727500093,0.4969864396462388,2.0168318112191495
10,0.5,Biologically constrained latent SCM,True,11,1,-3688.4227618963923,0.49630250224828293,2.006893254886254
11,0.5,Associative latent class model,True,23,0,-4160.15617967881,0.43339780892896185,1.7909577904128064
11,0.5,Renal-adjusted associative latent class model,True,34,3,-3658.107866731664,0.42704929853620466,1.9069896760031297
11,0.5,Biologically constrained latent SCM,True,26,0,-3658.6031112190212,0.43098528941005154,1.9041363693035245
12,0.5,Associative latent class model,True,22,1,-4160.798098927897,0.4417878214108172,1.7172535368482553
12,0.5,Renal-adjusted associative latent class model,True,21,1,-3683.9395006775767,0.4603066133161431,1.854437964056142
12,0.5,Biologically constrained latent SCM,True,50,2,-3684.377801108287,0.4607907111287415,1.8538259048728762
13,0.5,Associative latent class model,True,31,2,-4158.93533022138,0.40173668272985386,1.576893664739576
13,0.5,Renal-adjusted associative latent class model,True,36,3,-3618.3930646329213,0.42892694243475743,1.593379759351949
13,0.5,Biologically constrained latent SCM,True,30,3,-3622.3392644967125,0.4280693230356038,1.584467216385116
14,0.5,Associative latent class model,True,40,2,-4117.733367377841,0.46823998486944923,2.348904676314311
14,0.5,Renal-adjusted associative latent class model,True,22,1,-3618.2187501810668,0.4731049843112663,2.346483575284094
14,0.5,Biologically constrained latent SCM,True,23,1,-3619.7433925636196,0.4591737428329952,2.3253057284970944
15,0.5,Associative latent class model,True,12,3,-4213.232838634764,0.4900068309481834,1.5623254908776416
15,0.5,Renal-adjusted associative latent class model,True,19,3,-3725.213267265194,0.4819299266204654,1.6583446860948956
15,0.5,Biologically constrained latent SCM,True,21,3,-3726.8742067564913,0.48370701196772214,1.6596685861613465
16,0.5,Associative latent class model,True,15,1,-4164.891077755327,0.4887575926303218,2.1943545288925534
16,0.5,Renal-adjusted associative latent class model,True,14,1,-3659.219728967893,0.4958128740780431,2.3245329981103255
16,0.5,Biologically constrained latent SCM,True,15,1,-3659.7129020385555,0.49860046800576063,2.3146975734018715
17,0.5,Associative latent class model,True,29,1,-4163.3860587946365,0.4219788538883195,1.962818925240482
17,0.5,Renal-adjusted associative latent class model,True,19,0,-3642.4900449484053,0.47677642279730603,2.158597490723359
17,0.5,Biologically constrained latent SCM,True,20,3,-3644.5944859530573,0.4631787069344974,2.1399235757421025
18,0.5,Associative latent class model,True,18,1,-4122.485529832977,0.4967541605917896,1.8195867161842334
18,0.5,Renal-adjusted associative latent class model,True,86,3,-3614.9874372036556,0.4494530357175809,2.075078376539988
18,0.5,Biologically constrained latent SCM,True,48,2,-3615.2599184022156,0.44832203386345854,2.0624258283661296
19,0.5,Associative latent class model,True,20,0,-4182.79967067894,0.48295714495858505,1.97247486577308
19,0.5,Renal-adjusted associative latent class model,True,30,3,-3713.7770962364993,0.4797367397895609,2.0775072641877994
19,0.5,Biologically constrained latent SCM,True,18,1,-3716.764476115576,0.4905384829577203,2.0144035914157823
20,0.5,Associative latent class model,True,26,3,-4141.633839529548,0.4666814230452806,1.9002825887202106
20,0.5,Renal-adjusted associative latent class model,True,18,0,-3641.201152681978,0.480468343225686,2.064202627004807
20,0.5,Biologically constrained latent SCM,True,18,0,-3642.4912104010177,0.4756736244796538,2.0447803780935843
21,0.5,Associative latent class model,True,33,3,-4169.076590556855,0.4215147137954783,1.8260927584535795
21,0.5,Renal-adjusted associative latent class model,True,41,3,-3647.7302716540876,0.45072440137727837,1.9303132126011076
21,0.5,Biologically constrained latent SCM,True,20,0,-3649.7639349000174,0.4963005736800808,1.9257485648525088
22,0.5,Associative latent class model,True,19,0,-4148.925136230631,0.4793317197465,1.9804699786615676
22,0.5,Renal-adjusted associative latent class model,True,22,3,-3649.1505420487692,0.45096984241509136,2.2033318784658875
22,0.5,Biologically constrained latent SCM,True,54,2,-3649.679116172388,0.44942572108159723,2.2082884251506867
23,0.5,Associative latent class model,True,37,2,-4126.333827531346,0.44666623182281984,1.314224181393948
23,0.5,Renal-adjusted associative latent class model,True,34,0,-3624.394905189085,0.47516070557523243,1.5373392961331025
23,0.5,Biologically constrained latent SCM,True,48,2,-3625.329823525216,0.4588979269543642,1.5001326206651555
24,0.5,Associative latent class model,True,32,0,-4126.346431453276,0.3981864179305684,1.9915975656026883
24,0.5,Renal-adjusted associative latent class model,True,31,0,-3623.8462331634973,0.40511694962199285,2.1029463810154017
24,0.5,Biologically constrained latent SCM,True,29,2,-3624.031663045901,0.3915071889975044,2.1050060523989527
25,0.5,Associative latent class model,True,23,1,-4142.697750239776,0.4653561091617583,2.073599285822465
25,0.5,Renal-adjusted associative latent class model,True,15,0,-3655.3211707314604,0.48358079752113026,2.2576132380325085
25,0.5,Biologically constrained latent SCM,True,15,0,-3655.777110116123,0.48157989992842315,2.253681795976454
26,0.5,Associative latent class model,True,49,2,-4050.0313428897825,0.42058063600409973,2.0522150634705474
26,0.5,Renal-adjusted associative latent class model,True,22,3,-3569.6054445372506,0.47407167263784183,2.1317816005535093
26,0.5,Biologically constrained latent SCM,True,24,1,-3569.72167190256,0.46311903186939063,2.1429788875556124
27,0.5,Associative latent class model,True,33,0,-4082.162462231918,0.4502837393574389,1.7158283108313266
27,0.5,Renal-adjusted associative latent class model,True,25,1,-3568.817666459745,0.4612883516972485,1.9036666132950872
27,0.5,Biologically constrained latent SCM,True,18,1,-3568.9094870658405,0.4667211576964639,1.915726294171011
28,0.5,Associative latent class model,True,27,0,-4158.429077163045,0.4848318269902914,1.8259721764277566
28,0.5,Renal-adjusted associative latent class model,True,20,0,-3664.777004045989,0.49677116295969376,2.131429862641391
28,0.5,Biologically constrained latent SCM,True,24,1,-3665.166563383257,0.4897745600831777,2.1056133315280534
29,0.5,Associative latent class model,True,31,2,-4113.370656445077,0.47784003544101933,1.5376923609838058
29,0.5,Renal-adjusted associative latent class model,True,30,3,-3618.3000397244627,0.450862780507267,1.8160217983191875
29,0.5,Biologically constrained latent SCM,True,28,3,-3619.376182494188,0.46485848925385637,1.8028431532260203
30,0.5,Associative latent class model,True,34,1,-4133.858445857161,0.45659708153927225,1.7533007422252123
30,0.5,Renal-adjusted associative latent class model,True,15,0,-3617.9258493151524,0.4939997754426215,2.1147952455513748
30,0.5,Biologically constrained latent SCM,True,20,3,-3617.9696524275996,0.49799462763302615,2.1033451833932277
31,0.5,Associative latent class model,True,25,0,-4187.8433678072615,0.4682917962420947,1.550746531860356
31,0.5,Renal-adjusted associative latent class model,True,24,1,-3673.3000561173867,0.46395523291256424,1.8241547301879306
31,0.5,Biologically constrained latent SCM,True,21,1,-3675.4625369029873,0.46878631004734955,1.80291173773852
32,0.5,Associative latent class model,True,17,1,-4181.229304222805,0.4765602898171164,1.845433384766603
32,0.5,Renal-adjusted associative latent class model,True,17,3,-3656.6475600961553,0.4945929207381637,2.0774841611793096
32,0.5,Biologically constrained latent SCM,True,14,0,-3657.7867455194464,0.49781663431144374,2.0732886750872703
33,0.5,Associative latent class model,True,23,0,-4170.378619484336,0.4560936321093797,1.9508180376575177
33,0.5,Renal-adjusted associative latent class model,True,28,3,-3637.9324900840807,0.45208209308816266,2.1657050458953298
33,0.5,Biologically constrained latent SCM,True,41,2,-3638.2414186515966,0.4405873553005186,2.1698716120148704
34,0.5,Associative latent class model,True,22,1,-4089.0035502977453,0.46031459418850107,2.026034498008205
34,0.5,Renal-adjusted associative latent class model,True,43,3,-3634.628877909141,0.44524406946885825,2.142518434656776
34,0.5,Biologically constrained latent SCM,True,22,1,-3634.8395130280524,0.45404475370569913,2.1321567770887624
