repeat,method,renal_effect_sd,bic_k1,bic_k2,delta_bic_k2_minus_k1,selected_k2,k2_converged,k2_minimum_effective_class_fraction
126,Renal-adjusted associative latent class model,1.5,6791.165862456537,6819.017131190998,27.851268734460973,False,True,0.49164891133291005
126,Biologically constrained latent SCM,1.5,6777.956000002211,6807.9340197560905,29.97801975387938,False,True,0.48055688920215706
127,Associative latent class model,1.5,8013.496711745335,7763.647674763311,-249.8490369820238,True,True,0.28171395136005645
127,Renal-adjusted associative latent class model,1.5,6775.035594933906,6803.816471725527,28.780876791620358,False,True,0.44111981138303347
127,Biologically constrained latent SCM,1.5,6761.75187880557,6794.191163134148,32.43928432857774,False,True,0.4901459113147581
128,Associative latent class model,1.5,8137.737598701911,7821.478365546254,-316.25923315565706,True,True,0.2910797733716005
128,Renal-adjusted associative latent class model,1.5,6828.067029993368,6854.331192022752,26.264162029383442,False,True,0.4486136647043917
128,Biologically constrained latent SCM,1.5,6818.114063500354,6845.224882701134,27.110819200780497,False,True,0.49346485603341605
129,Associative latent class model,1.5,8216.306787996085,7888.254121273289,-328.05266672279686,True,True,0.3133204482243701
129,Renal-adjusted associative latent class model,1.5,6868.644848170039,6897.324528008035,28.679679837995536,False,True,0.4048528583784684
129,Biologically constrained latent SCM,1.5,6855.281526349597,6883.879136352963,28.597610003365844,False,True,0.3954261159957149
130,Associative latent class model,1.5,8115.995241530481,7894.804149904195,-221.19109162628592,True,True,0.3459273461127861
130,Renal-adjusted associative latent class model,1.5,6920.603001209281,6947.129343085657,26.526341876376136,False,True,0.46187616279519944
130,Biologically constrained latent SCM,1.5,6910.282085999835,6934.60730783383,24.325221833995784,False,True,0.48277998163806785
131,Associative latent class model,1.5,8104.9626062786065,7806.012047508537,-298.9505587700696,True,True,0.32557734515245557
131,Renal-adjusted associative latent class model,1.5,6783.241312277393,6810.062885109805,26.82157283241213,False,True,0.49452206303233326
131,Biologically constrained latent SCM,1.5,6775.042523330322,6797.527982322539,22.48545899221699,False,True,0.490216720914312
132,Associative latent class model,1.5,8114.002222155354,7829.62463608938,-284.37758606597345,True,True,0.3009612346196521
132,Renal-adjusted associative latent class model,1.5,6840.187298025833,6870.192577041096,30.005279015263113,False,True,0.4809323674307191
132,Biologically constrained latent SCM,1.5,6830.497572140048,6859.56354298279,29.06597084274199,False,True,0.37900767455869655
133,Associative latent class model,1.5,8089.253368689869,7790.163454836862,-299.0899138530067,True,True,0.31372397817179126
133,Renal-adjusted associative latent class model,1.5,6799.767212713256,6820.54923798243,20.782025269173573,False,True,0.26559105223038043
133,Biologically constrained latent SCM,1.5,6788.113585514041,6806.67785019889,18.56426468484915,False,True,0.454652715087324
134,Associative latent class model,1.5,8212.755444599261,7904.95336234664,-307.8020822526214,True,True,0.3016804199552447
134,Renal-adjusted associative latent class model,1.5,6908.818645906866,6933.856275554824,25.037629647958056,False,True,0.32678854240543276
134,Biologically constrained latent SCM,1.5,6898.546867768599,6925.080805506759,26.533937738159693,False,True,0.31482112677324564
135,Associative latent class model,1.5,8159.4453547359,7824.2186206917195,-335.2267340441804,True,True,0.2856129633997852
135,Renal-adjusted associative latent class model,1.5,6832.827519018318,6857.351678953164,24.524159934846466,False,True,0.4385143572830558
135,Biologically constrained latent SCM,1.5,6820.53195653947,6845.156801351301,24.62484481183037,False,True,0.43717256959912937
136,Associative latent class model,1.5,8130.995113933131,7835.013301097719,-295.9818128354118,True,True,0.30189047301277505
136,Renal-adjusted associative latent class model,1.5,6843.8838710977625,6869.248703488252,25.364832390489937,False,True,0.2768053655192452
136,Biologically constrained latent SCM,1.5,6831.416017014856,6856.836324979238,25.42030796438212,False,True,0.24377842150935725
137,Associative latent class model,1.5,8147.850231106607,7860.235360686484,-287.6148704201232,True,True,0.3020558759261313
137,Renal-adjusted associative latent class model,1.5,6875.605127090185,6906.543788522393,30.938661432207482,False,True,0.417026756093543
137,Biologically constrained latent SCM,1.5,6862.900659048976,6893.286848009673,30.386188960696927,False,True,0.42266358607740573
138,Associative latent class model,1.5,7956.3545239685745,7702.670598200386,-253.6839257681886,True,True,0.3232570103133986
138,Renal-adjusted associative latent class model,1.5,6741.326622145073,6769.500308736873,28.173686591800106,False,True,0.39055778420108594
138,Biologically constrained latent SCM,1.5,6731.695037451812,6758.435214879526,26.740177427714116,False,True,0.39232798483938125
139,Associative latent class model,1.5,8183.076437301357,7945.49818369159,-237.57825360976676,True,True,0.3110285954055561
139,Renal-adjusted associative latent class model,1.5,6948.607063088585,6977.056854014301,28.449790925716115,False,True,0.4242627527445281
139,Biologically constrained latent SCM,1.5,6936.287242444577,6962.695527948002,26.40828550342485,False,True,0.4909174909699064
140,Associative latent class model,1.5,8047.718328941181,7836.815406292929,-210.90292264825257,True,True,0.3325201231540122
140,Renal-adjusted associative latent class model,1.5,6848.2591961829985,6878.91211081629,30.652914633291402,False,True,0.4535096859609661
140,Biologically constrained latent SCM,1.5,6835.748735606482,6866.715211408133,30.96647580165063,False,True,0.4600891123518291
141,Associative latent class model,1.5,8130.3165399196805,7821.95362182993,-308.36291808975056,True,True,0.27805020536729047
141,Renal-adjusted associative latent class model,1.5,6852.537097420996,6877.828301099978,25.29120367898122,False,True,0.43798078856968153
141,Biologically constrained latent SCM,1.5,6841.8595662423195,6870.090431310075,28.230865067755076,False,True,0.37113285557897524
142,Associative latent class model,1.5,8043.52937963858,7746.399466728758,-297.12991290982245,True,True,0.2886384572178391
142,Renal-adjusted associative latent class model,1.5,6762.119053073175,6783.11134627105,20.99229319787537,False,True,0.06937011505360834
142,Biologically constrained latent SCM,1.5,6750.616916956718,6771.58662227473,20.96970531801162,False,True,0.06762422180367714
143,Associative latent class model,1.5,8159.6987752101095,7931.848958023493,-227.84981718661675,True,True,0.30929001354976215
143,Renal-adjusted associative latent class model,1.5,6928.075525363867,6951.2236640390465,23.148138675179325,False,True,0.3347722442208702
143,Biologically constrained latent SCM,1.5,6914.709990454982,6939.732318958311,25.022328503328936,False,True,0.4646022253900619
144,Associative latent class model,1.5,8188.013921111731,7933.072903170005,-254.9410179417264,True,True,0.32528733996365133
144,Renal-adjusted associative latent class model,1.5,6907.905219840276,6936.961496200978,29.056276360702213,False,True,0.49782744564487047
144,Biologically constrained latent SCM,1.5,6895.5381398170875,6921.570100873951,26.03196105686311,False,True,0.4853388670909125
145,Associative latent class model,1.5,8162.640346713627,7938.744171160337,-223.89617555329005,True,True,0.2947944955780232
145,Renal-adjusted associative latent class model,1.5,6940.388135970954,6969.126685215096,28.738549244141723,False,True,0.3631989073930217
145,Biologically constrained latent SCM,1.5,6933.092687971587,6959.80308979125,26.710401819663275,False,True,0.3756518606861329
146,Associative latent class model,1.5,8050.597311011005,7743.8416040582215,-306.75570695278384,True,True,0.30335945320117924
146,Renal-adjusted associative latent class model,1.5,6785.8904670733855,6812.09705177666,26.20658470327453,False,True,0.4077917529119942
146,Biologically constrained latent SCM,1.5,6775.251028461805,6799.551355573637,24.300327111832303,False,True,0.3887712344503778
147,Associative latent class model,1.5,8077.036920566195,7815.38234219486,-261.65457837133454,True,True,0.28273787004910006
147,Renal-adjusted associative latent class model,1.5,6835.633997628599,6864.516276786089,28.882279157490302,False,True,0.4984369660177495
147,Biologically constrained latent SCM,1.5,6822.486346694916,6852.506072135535,30.01972544061846,False,True,0.4353583648537091
148,Associative latent class model,1.5,8161.030184199563,7885.270407123374,-275.7597770761895,True,True,0.32554673266195466
148,Renal-adjusted associative latent class model,1.5,6871.474595006557,6904.312623622021,32.83802861546428,False,True,0.4960154296264919
148,Biologically constrained latent SCM,1.5,6858.60065686235,6891.159382592457,32.55872573010765,False,True,0.4954037114754453
149,Associative latent class model,1.5,8060.863957318571,7789.799965464368,-271.06399185420287,True,True,0.3229965556467094
149,Renal-adjusted associative latent class model,1.5,6796.8435241212665,6830.188046785073,33.344522663806856,False,True,0.4965858783150786
149,Biologically constrained latent SCM,1.5,6790.901664332704,6817.0332155079905,26.131551175286404,False,True,0.3808664578270479
150,Associative latent class model,1.5,8012.883835748385,7742.7830937568415,-270.10074199154315,True,True,0.28022041747119336
150,Renal-adjusted associative latent class model,1.5,6763.394387592362,6792.04620798456,28.651820392197806,False,True,0.4498768086038281
150,Biologically constrained latent SCM,1.5,6759.3300177861565,6780.845350823128,21.515333036971242,False,True,0.49125035835083836
151,Associative latent class model,1.5,8217.55423472567,7888.74437875659,-328.8098559690807,True,True,0.3265182432085457
151,Renal-adjusted associative latent class model,1.5,6866.621682644629,6897.990480542675,31.36879789804607,False,True,0.49858921648130744
151,Biologically constrained latent SCM,1.5,6854.517849165368,6885.661849593422,31.144000428053914,False,True,0.49632933553774017
152,Associative latent class model,1.5,8249.776748744878,7961.862692439733,-287.9140563051451,True,True,0.3112790141517173
152,Renal-adjusted associative latent class model,1.5,6956.037816783744,6982.841118581326,26.803301797581298,False,True,0.4606396165148052
152,Biologically constrained latent SCM,1.5,6943.966680089585,6969.585671218276,25.61899112869105,False,True,0.49805505006578216
153,Associative latent class model,1.5,8098.76755257008,7820.230813769174,-278.53673880090537,True,True,0.3088198781203611
153,Renal-adjusted associative latent class model,1.5,6813.875607519197,6844.5419684187455,30.666360899548636,False,True,0.48100916401161925
153,Biologically constrained latent SCM,1.5,6806.735674038424,6832.31025108915,25.574577050726475,False,True,0.37608390101811606
154,Associative latent class model,1.5,8189.570450568657,7873.365857017253,-316.2045935514043,True,True,0.33196700132735407
154,Renal-adjusted associative latent class model,1.5,6856.480351179529,6884.938243517572,28.457892338043166,False,True,0.21303382024925024
154,Biologically constrained latent SCM,1.5,6854.72065274941,6875.792356787038,21.07170403762848,False,True,0.49582126479960464
155,Associative latent class model,1.5,8165.936173753317,7856.25403769361,-309.68213605970686,True,True,0.31989327067664386
155,Renal-adjusted associative latent class model,1.5,6848.255168466789,6868.6312319487915,20.37606348200279,False,True,0.46775048643549355
155,Biologically constrained latent SCM,1.5,6835.980511481613,6860.963392324491,24.98288084287833,False,True,0.37485516554706555
156,Associative latent class model,1.5,8241.444931193653,7940.005539787868,-301.4393914057855,True,True,0.34500850512161535
156,Renal-adjusted associative latent class model,1.5,6920.508128766876,6948.07754258498,27.569413818103385,False,True,0.4051199455178671
156,Biologically constrained latent SCM,1.5,6908.20763170195,6936.052687035193,27.84505533324318,False,True,0.3394631394656918
157,Associative latent class model,1.5,8148.484360353527,7852.584838236337,-295.8995221171899,True,True,0.2787447848682193
157,Renal-adjusted associative latent class model,1.5,6897.926011837672,6925.3270630688185,27.401051231146084,False,True,0.3542993377581607
157,Biologically constrained latent SCM,1.5,6888.237813699193,6916.316534862242,28.078721163049522,False,True,0.490069051281755
158,Associative latent class model,1.5,8228.243424455713,7963.668260564735,-264.57516389097873,True,True,0.28307861526390127
158,Renal-adjusted associative latent class model,1.5,6990.600905211086,7020.858100392148,30.257195181062343,False,True,0.48988146967756685
158,Biologically constrained latent SCM,1.5,6980.314469929003,7009.866646166122,29.552176237119056,False,True,0.4744905379875892
159,Associative latent class model,1.5,8188.823232329713,7920.739886387596,-268.0833459421174,True,True,0.2974216373813757
159,Renal-adjusted associative latent class model,1.5,6901.119891035971,6925.1493559888295,24.02946495285869,False,True,0.49893621195122345
159,Biologically constrained latent SCM,1.5,6888.127559257028,6913.804013800842,25.676454543813634,False,True,0.44214611945702414
160,Associative latent class model,1.5,8211.58882439904,7910.548760327121,-301.0400640719181,True,True,0.3167996853321756
160,Renal-adjusted associative latent class model,1.5,6892.162498258835,6920.271432507373,28.10893424853839,False,True,0.4974460073757939
160,Biologically constrained latent SCM,1.5,6879.113978715393,6909.294695371108,30.180716655714605,False,True,0.4799821050086287
161,Associative latent class model,1.5,8072.059546361776,7798.404327811852,-273.6552185499231,True,True,0.29327064329693997
161,Renal-adjusted associative latent class model,1.5,6800.862812056919,6834.181226003651,33.31841394673211,False,True,0.49835157244641837
161,Biologically constrained latent SCM,1.5,6787.967707107174,6820.924954732655,32.957247625481614,False,True,0.36652014875751293
162,Associative latent class model,1.5,8016.83917784167,7784.857333781036,-231.9818440606341,True,True,0.2895982278002455
162,Renal-adjusted associative latent class model,1.5,6801.2531635884825,6830.957631398551,29.70446781006831,False,True,0.47976005624219775
162,Biologically constrained latent SCM,1.5,6789.6615851068045,6814.848895407224,25.187310300419085,False,True,0.39027964410494786
163,Associative latent class model,1.5,8090.997293750413,7764.9520027236285,-326.04529102678407,True,True,0.3367122016589106
163,Renal-adjusted associative latent class model,1.5,6753.64769350411,6778.899559501796,25.251865997685854,False,True,0.33007443098030675
163,Biologically constrained latent SCM,1.5,6740.697721799275,6765.6910372768925,24.993315477617216,False,True,0.3364751784449247
164,Associative latent class model,1.5,8106.770210722297,7816.505306942252,-290.26490378004473,True,True,0.2943042753178243
164,Renal-adjusted associative latent class model,1.5,6834.846896076567,6863.46194359191,28.615047515343576,False,True,0.33163249900348346
164,Biologically constrained latent SCM,1.5,6824.88404716153,6852.0317568579085,27.147709696378115,False,True,0.37512791175079035
165,Associative latent class model,1.5,8185.618412079483,7848.4939676903305,-337.1244443891528,True,True,0.338435958378327
165,Renal-adjusted associative latent class model,1.5,6819.473542167365,6844.799257299495,25.325715132130426,False,True,0.44679981671291225
165,Biologically constrained latent SCM,1.5,6806.183202217319,6836.685828351686,30.502626134366437,False,True,0.39968761484020177
166,Associative latent class model,1.5,8202.45402106566,7935.598257800447,-266.8557632652128,True,True,0.3399365587890935
166,Renal-adjusted associative latent class model,1.5,6908.233149035239,6935.662519882873,27.429370847634345,False,True,0.3181173915438066
166,Biologically constrained latent SCM,1.5,6895.975820432829,6923.646855353503,27.671034920674174,False,True,0.3162398173813167
167,Associative latent class model,1.5,8212.326287513932,7910.785822350316,-301.5404651636154,True,True,0.3409025369640544
167,Renal-adjusted associative latent class model,1.5,6903.304241843106,6922.413189926881,19.10894808377543,False,True,0.38519066586702755
167,Biologically constrained latent SCM,1.5,6894.824278170811,6917.370370455041,22.546092284229417,False,True,0.3773169975566637
168,Associative latent class model,1.5,8075.793297017287,7817.193083189686,-258.6002138276008,True,True,0.27191046750865416
168,Renal-adjusted associative latent class model,1.5,6830.867661693155,6848.776099456304,17.908437763148868,False,True,0.32463170172829
168,Biologically constrained latent SCM,1.5,6817.510423882278,6846.293349697861,28.78292581558344,False,True,0.2645893995532462
169,Associative latent class model,1.5,8035.305500473289,7754.600228550123,-280.70527192316604,True,True,0.27494836146040863
169,Renal-adjusted associative latent class model,1.5,6795.406402048033,6818.500679757939,23.094277709906237,False,True,0.4475513352797114
169,Biologically constrained latent SCM,1.5,6782.592490770158,6806.712938806643,24.12044803648496,False,True,0.4462903564162062
170,Associative latent class model,1.5,8111.707717446785,7783.1198786569275,-328.5878387898574,True,True,0.31623523987457713
170,Renal-adjusted associative latent class model,1.5,6782.465353037198,6810.092576304664,27.627223267466434,False,True,0.34876708291686986
170,Biologically constrained latent SCM,1.5,6771.559275381805,6801.262579880069,29.703304498264515,False,True,0.4938267263915152
171,Associative latent class model,1.5,8196.415342963657,7942.441219682644,-253.9741232810129,True,True,0.32094641128605217
171,Renal-adjusted associative latent class model,1.5,6911.391750549867,6943.263007354173,31.87125680430654,False,True,0.40317723018609086
171,Biologically constrained latent SCM,1.5,6899.408943845506,6930.069484249847,30.66054040434119,False,True,0.3628035400447021
172,Associative latent class model,1.5,8119.488995825534,7864.333696614885,-255.155299210649,True,True,0.2978257880073729
172,Renal-adjusted associative latent class model,1.5,6871.685378534274,6892.108003945672,20.422625411398258,False,True,0.12447894113083648
172,Biologically constrained latent SCM,1.5,6859.152752677622,6885.656109549476,26.50335687185452,False,True,0.3741279921480085
173,Associative latent class model,1.5,8184.65091884832,7912.296244734497,-272.3546741138225,True,True,0.29070834400067835
173,Renal-adjusted associative latent class model,1.5,6905.914904926003,6935.819469744146,29.904564818142717,False,True,0.3775822624947716
173,Biologically constrained latent SCM,1.5,6897.363967668548,6924.375887146658,27.01191947811003,False,True,0.4951858501377013
174,Associative latent class model,1.5,8154.250457786372,7870.509986484902,-283.7404713014703,True,True,0.30135817395250625
174,Renal-adjusted associative latent class model,1.5,6871.202546873438,6900.460783779392,29.25823690595371,False,True,0.49441070936879217
174,Biologically constrained latent SCM,1.5,6861.184646402692,6887.775162907572,26.590516504879815,False,True,0.4635322107600078
175,Associative latent class model,1.5,8136.69495606736,7841.591335533057,-295.10362053430345,True,True,0.30060451177575137
175,Renal-adjusted associative latent class model,1.5,6865.650774507298,6896.058458013917,30.407683506618923,False,True,0.48125720148762197
175,Biologically constrained latent SCM,1.5,6859.818195927667,6886.240702938017,26.422507010350273,False,True,0.45133576804103326
176,Associative latent class model,1.5,8138.914533587339,7915.605580294161,-223.3089532931781,True,True,0.3086572458677271
176,Renal-adjusted associative latent class model,1.5,6968.118323156055,6994.757588591996,26.639265435940615,False,True,0.4932149967321277
176,Biologically constrained latent SCM,1.5,6956.042321276175,6982.81881014916,26.776488872984373,False,True,0.42568515620593067
177,Associative latent class model,1.5,8103.633243619567,7829.027492644689,-274.605750974878,True,True,0.317230419362952
177,Renal-adjusted associative latent class model,1.5,6824.663657154711,6856.025366390123,31.36170923541249,False,True,0.3335709696842671
177,Biologically constrained latent SCM,1.5,6811.848944584572,6843.5174473568295,31.668502772257852,False,True,0.33591103832193847
178,Associative latent class model,1.5,8137.339135028933,7831.354486236258,-305.9846487926752,True,True,0.35687381641370874
178,Renal-adjusted associative latent class model,1.5,6822.932760065938,6846.953642477639,24.020882411700768,False,True,0.47644150002532526
178,Biologically constrained latent SCM,1.5,6812.057680257486,6835.949972717361,23.892292459874625,False,True,0.45303078917341444
179,Associative latent class model,1.5,8141.036201130438,7831.6980250720935,-309.3381760583443,True,True,0.28822093462274845
179,Renal-adjusted associative latent class model,1.5,6853.585090862456,6875.005872911276,21.42078204882,False,True,0.17755800589778503
179,Biologically constrained latent SCM,1.5,6852.487094874837,6872.375773898435,19.888679023598343,False,True,0.3964245350066037
180,Associative latent class model,1.5,8114.891618106751,7817.830735956788,-297.0608821499627,True,True,0.28286395632811207
180,Renal-adjusted associative latent class model,1.5,6840.47739840677,6870.123870268541,29.646471861771715,False,True,0.49045181359041196
180,Biologically constrained latent SCM,1.5,6835.518679449451,6858.823056738596,23.304377289145123,False,True,0.4546269793614552
181,Associative latent class model,1.5,7987.19992230709,7716.631655765364,-270.5682665417262,True,True,0.297212190091247
181,Renal-adjusted associative latent class model,1.5,6731.418061784122,6759.6822915608045,28.26422977668244,False,True,0.4187175631327556
181,Biologically constrained latent SCM,1.5,6720.498047801174,6745.66568529592,25.167637494746486,False,True,0.372424590274853
182,Associative latent class model,1.5,8109.768062938199,7864.478026060317,-245.2900368778828,True,True,0.29896922324033964
182,Renal-adjusted associative latent class model,1.5,6877.871795608249,6909.731175638692,31.85938003044248,False,True,0.4545861413171013
182,Biologically constrained latent SCM,1.5,6866.5217603136125,6897.803170801226,31.281410487613357,False,True,0.38729962615703073
183,Associative latent class model,1.5,8134.163075653488,7836.172861881077,-297.99021377241115,True,True,0.2964311749020874
183,Renal-adjusted associative latent class model,1.5,6828.146321993524,6858.070812383127,29.924490389603307,False,True,0.46143227990475744
183,Biologically constrained latent SCM,1.5,6815.27364425094,6843.450754746905,28.17711049596437,False,True,0.478292135246716
184,Associative latent class model,1.5,8131.917197716797,7893.159282788725,-238.75791492807184,True,True,0.25242806696303105
184,Renal-adjusted associative latent class model,1.5,6945.197483281821,6971.241862352774,26.044379070952346,False,True,0.4713811219097115
184,Biologically constrained latent SCM,1.5,6932.127308470744,6960.729052597909,28.601744127165148,False,True,0.464091362767994
185,Associative latent class model,1.5,8152.559089861971,7871.039492524242,-281.51959733772946,True,True,0.33916029422094857
185,Renal-adjusted associative latent class model,1.5,6865.1802424488105,6893.944639811515,28.764397362704585,False,True,0.44669267822023256
185,Biologically constrained latent SCM,1.5,6854.753077379807,6882.26846178205,27.51538440224249,False,True,0.46946809577910115
186,Associative latent class model,1.5,8025.195309955617,7767.9179471583075,-257.27736279730925,True,True,0.27458184272613456
186,Renal-adjusted associative latent class model,1.5,6765.974998621696,6791.202586668513,25.22758804681689,False,True,0.2491791981037723
186,Biologically constrained latent SCM,1.5,6755.626671832363,6778.833159584772,23.206487752408975,False,True,0.251585074097408
187,Associative latent class model,1.5,8187.301357055573,7903.436682010946,-283.8646750446269,True,True,0.3121800443307075
187,Renal-adjusted associative latent class model,1.5,6889.812926474006,6917.7050134975725,27.89208702356609,False,True,0.3974198962158718
187,Biologically constrained latent SCM,1.5,6877.167538332723,6906.194245030173,29.02670669745021,False,True,0.4673479308053628
188,Associative latent class model,1.5,8160.019171973115,7876.518737806071,-283.50043416704375,True,True,0.2805298399355851
188,Renal-adjusted associative latent class model,1.5,6875.199974134883,6898.037120181727,22.837146046844282,False,True,0.29452359465739486
188,Biologically constrained latent SCM,1.5,6862.194550671146,6891.034862459046,28.840311787899736,False,True,0.4923726376564094
189,Associative latent class model,1.5,8098.031862249273,7812.225762727716,-285.80609952155737,True,True,0.2989546183619822
189,Renal-adjusted associative latent class model,1.5,6819.9004894408445,6849.981300514245,30.080811073400582,False,True,0.45623087700537956
189,Biologically constrained latent SCM,1.5,6807.287806475641,6838.275072964516,30.98726648887441,False,True,0.4773161144315927
190,Associative latent class model,1.5,8158.669100808325,7911.60657735628,-247.06252345204575,True,True,0.2971602282075451
190,Renal-adjusted associative latent class model,1.5,6909.3145680653115,6929.67149051908,20.356922453768675,False,True,0.45404858294401523
190,Biologically constrained latent SCM,1.5,6896.787186591252,6917.1207048860515,20.333518294799433,False,True,0.45745185867765636
191,Associative latent class model,1.5,8112.516837996848,7816.155549175919,-296.3612888209291,True,True,0.3083866287310986
191,Renal-adjusted associative latent class model,1.5,6831.67206074755,6856.1310009464505,24.458940198900564,False,True,0.3307196559189003
191,Biologically constrained latent SCM,1.5,6819.008239986799,6846.104170208231,27.095930221432354,False,True,0.29326685155087356
192,Associative latent class model,1.5,8033.305719004076,7791.625240569674,-241.68047843440218,True,True,0.2827582235746876
192,Renal-adjusted associative latent class model,1.5,6824.720645549215,6854.107746136707,29.38710058749166,False,True,0.48638962691188575
192,Biologically constrained latent SCM,1.5,6811.798992523803,6841.3606760116445,29.561683487841947,False,True,0.36479502055225305
193,Associative latent class model,1.5,7967.154118370406,7688.7579624658065,-278.39615590459925,True,True,0.3125670426774749
193,Renal-adjusted associative latent class model,1.5,6699.152604416906,6728.461247638397,29.308643221491366,False,True,0.4474377592313909
193,Biologically constrained latent SCM,1.5,6686.204726116659,6719.223460784395,33.01873466773577,False,True,0.3691772382956855
194,Associative latent class model,1.5,8099.520309601836,7789.12273923784,-310.39757036399624,True,True,0.2724315692136343
194,Renal-adjusted associative latent class model,1.5,6815.77596416924,6849.152261522581,33.376297353341215,False,True,0.49035906466728624
194,Biologically constrained latent SCM,1.5,6805.443954790771,6835.594651262288,30.150696471516312,False,True,0.4778643968068135
195,Associative latent class model,1.5,8106.2104894619415,7861.528744978626,-244.68174448331592,True,True,0.3322733782983764
195,Renal-adjusted associative latent class model,1.5,6851.169735770611,6881.174688515017,30.004952744406182,False,True,0.44948058625539444
195,Biologically constrained latent SCM,1.5,6837.922674551258,6868.198565025223,30.275890473964864,False,True,0.46124114867289046
196,Associative latent class model,1.5,8113.551903878001,7892.138795216679,-221.41310866132244,True,True,0.33559917193419336
196,Renal-adjusted associative latent class model,1.5,6888.373267133207,6914.83403279026,26.460765657052434,False,True,0.4085971316035014
196,Biologically constrained latent SCM,1.5,6875.0321732035745,6901.778501491523,26.746328287948018,False,True,0.4071830762752097
197,Associative latent class model,1.5,7979.800628902739,7737.2268320559815,-242.57379684675743,True,True,0.3202335699276362
197,Renal-adjusted associative latent class model,1.5,6740.755804484743,6771.779440081204,31.023635596460736,False,True,0.4793668109334949
197,Biologically constrained latent SCM,1.5,6730.811332962405,6759.503681755003,28.69234879259784,False,True,0.4697642847034536
198,Associative latent class model,1.5,8232.165062476979,7995.533558554605,-236.63150392237367,True,True,0.3087906254938517
198,Renal-adjusted associative latent class model,1.5,6986.519505315558,7019.9353136818945,33.41580836633693,False,True,0.4967331161876814
198,Biologically constrained latent SCM,1.5,6982.782757841084,7001.9471551598035,19.16439731871924,False,True,0.3703337416427519
199,Associative latent class model,1.5,8122.677559142639,7827.746162227546,-294.9313969150935,True,True,0.29061695881667965
199,Renal-adjusted associative latent class model,1.5,6837.314407746986,6864.500534274519,27.186126527532906,False,True,0.43391488959045327
199,Biologically constrained latent SCM,1.5,6825.245180388467,6852.415788805125,27.17060841665807,False,True,0.43104952530700996
200,Associative latent class model,1.5,8214.260387813802,7929.151802589813,-285.1085852239885,True,True,0.32970128871295545
200,Renal-adjusted associative latent class model,1.5,6922.840292616364,6952.681358467619,29.841065851254825,False,True,0.35171745115657843
200,Biologically constrained latent SCM,1.5,6912.083246584254,6940.040631985329,27.957385401075044,False,True,0.35081144087415367
201,Associative latent class model,1.5,8109.1676529748875,7863.709593274705,-245.45805970018228,True,True,0.2925107605681184
201,Renal-adjusted associative latent class model,1.5,6870.598871423579,6900.269240788157,29.67036936457771,False,True,0.49993846225844435
201,Biologically constrained latent SCM,1.5,6861.013191441887,6887.004437523448,25.991246081561258,False,True,0.37072875388539145
202,Associative latent class model,1.5,8261.599773380787,7973.448416756051,-288.15135662473585,True,True,0.30695367658159617
202,Renal-adjusted associative latent class model,1.5,6987.098235076859,7011.812542864034,24.71430778717513,False,True,0.3907424911174063
202,Biologically constrained latent SCM,1.5,6974.708348698753,7000.550456925732,25.84210822697878,False,True,0.4057647503643498
203,Associative latent class model,1.5,8049.327153642089,7750.954962071412,-298.3721915706765,True,True,0.2666232918704523
203,Renal-adjusted associative latent class model,1.5,6810.020108396114,6843.048446541842,33.02833814572841,False,True,0.4876311233116837
203,Biologically constrained latent SCM,1.5,6796.952425898913,6830.035948896599,33.08352299768558,False,True,0.49576976222138497
204,Associative latent class model,1.5,8067.637000631062,7784.611131356244,-283.0258692748175,True,True,0.3065651270742953
204,Renal-adjusted associative latent class model,1.5,6781.889687878041,6812.38076525311,30.491077375069835,False,True,0.48330230901909826
204,Biologically constrained latent SCM,1.5,6769.745463588618,6800.259967581697,30.514503993079416,False,True,0.47754187529011705
205,Associative latent class model,1.5,8185.7186953449545,7906.498280181627,-279.22041516332774,True,True,0.33394577571571793
205,Renal-adjusted associative latent class model,1.5,6889.572794148469,6918.592849831102,29.02005568263303,False,True,0.2524988099015718
205,Biologically constrained latent SCM,1.5,6878.773508137344,6906.430165941021,27.656657803677263,False,True,0.30329362492741785
206,Associative latent class model,1.5,8067.711029341781,7808.001109816365,-259.7099195254159,True,True,0.29441071933659724
206,Renal-adjusted associative latent class model,1.5,6839.755555882712,6865.296833504524,25.541277621812696,False,True,0.2072175854786412
206,Biologically constrained latent SCM,1.5,6829.268416435717,6857.777537841424,28.509121405707447,False,True,0.49194493744944623
207,Associative latent class model,1.5,8118.762523909357,7857.294069869468,-261.46845403988846,True,True,0.3381071549688012
207,Renal-adjusted associative latent class model,1.5,6826.54420002262,6844.384303726251,17.84010370363103,False,True,0.4449147339064885
207,Biologically constrained latent SCM,1.5,6813.298480899208,6841.361025382892,28.062544483684178,False,True,0.4798632248163428
208,Associative latent class model,1.5,8252.294707394187,7916.545663974017,-335.74904342017,True,True,0.3305543864176468
208,Renal-adjusted associative latent class model,1.5,6882.889293323326,6906.2377341204665,23.34844079714094,False,True,0.4686790745589646
208,Biologically constrained latent SCM,1.5,6872.649879115419,6892.794840407255,20.144961291835898,False,True,0.3382759812561245
209,Associative latent class model,1.5,7945.453532142765,7698.41679302455,-247.03673911821443,True,True,0.25389549443375564
209,Renal-adjusted associative latent class model,1.5,6744.726549796491,6772.494973572412,27.768423775921292,False,True,0.4622137982811211
209,Biologically constrained latent SCM,1.5,6732.548418272289,6758.668906198853,26.120487926563328,False,True,0.3715839180672383
