shift_index,shift,comparator,metric,difference_definition,repeat_count,mean_difference,ci95_low,ci95_high
1,Mild shift,Target-calibrated associative latent model,accuracy,modular causal minus comparator,500,0.0032119999999999935,0.00262927953209354,0.0037947204679064472
1,Mild shift,Target-calibrated associative latent model,adjusted_rand_index,modular causal minus comparator,500,0.007865086870151125,0.006435198321387409,0.00929497541891484
1,Mild shift,Target-calibrated associative latent model,false_atrial_renal_competing,modular causal minus comparator,500,-0.003788313328621878,-0.007782368023268526,0.00020574136602476882
1,Mild shift,Target-calibrated associative latent model,brier_score,modular causal minus comparator,500,-0.002154141822340945,-0.0024379629056652656,-0.0018703207390166243
1,Mild shift,Target-calibrated associative latent model,expected_calibration_error,modular causal minus comparator,500,-0.004704672105530944,-0.005809140876520918,-0.00360020333454097
1,Mild shift,Target-calibrated associative latent model,accuracy_any_missing,modular causal minus comparator,500,0.0018894512599467025,0.0010220498617829988,0.002756852658110406
1,Mild shift,Frozen causal latent SCM,accuracy,modular causal minus comparator,500,0.0003939999999999988,-7.619086814562154e-05,0.0008641908681456191
1,Mild shift,Frozen causal latent SCM,adjusted_rand_index,modular causal minus comparator,500,0.0009921985282888206,-0.0001632687051911269,0.002147665761768768
1,Mild shift,Frozen causal latent SCM,false_atrial_renal_competing,modular causal minus comparator,500,-0.046223182754929114,-0.04964473062998761,-0.04280163487987062
1,Mild shift,Frozen causal latent SCM,brier_score,modular causal minus comparator,500,-6.144080667184168e-05,-0.000254731030504521,0.00013184941716083768
1,Mild shift,Frozen causal latent SCM,expected_calibration_error,modular causal minus comparator,500,-0.00030476801934240563,-0.001397955717033496,0.0007884196783486846
1,Mild shift,Frozen causal latent SCM,accuracy_any_missing,modular causal minus comparator,500,0.0009698662358589212,0.00015194641734741783,0.0017877860543704244
2,Moderate shift,Pooled associative latent class model,accuracy,modular causal minus comparator,500,0.029324000000000013,0.028193879580334924,0.030454120419665102
2,Moderate shift,Pooled associative latent class model,adjusted_rand_index,modular causal minus comparator,500,0.06589140740190674,0.06336245032251783,0.06842036448129565
2,Moderate shift,Pooled associative latent class model,false_atrial_renal_competing,modular causal minus comparator,500,-0.1972325396027216,-0.20215539280216646,-0.19230968640327675
2,Moderate shift,Pooled associative latent class model,brier_score,modular causal minus comparator,500,-0.018351236908913052,-0.018851138164486584,-0.01785133565333952
2,Moderate shift,Pooled associative latent class model,expected_calibration_error,modular causal minus comparator,500,-0.012338546431225993,-0.014224447386574298,-0.010452645475877688
2,Moderate shift,Pooled associative latent class model,accuracy_any_missing,modular causal minus comparator,500,0.027275118956655468,0.025659021128466426,0.02889121678484451
2,Moderate shift,Target-calibrated associative latent model,accuracy,modular causal minus comparator,500,0.004082,0.00337131025753559,0.0047926897424644095
2,Moderate shift,Target-calibrated associative latent model,adjusted_rand_index,modular causal minus comparator,500,0.009455758086392176,0.007809313815120549,0.011102202357663803
2,Moderate shift,Target-calibrated associative latent model,false_atrial_renal_competing,modular causal minus comparator,500,-0.004855469755850818,-0.00922688484824388,-0.00048405466345775514
2,Moderate shift,Target-calibrated associative latent model,brier_score,modular causal minus comparator,500,-0.0027961742169979797,-0.0031668837193976483,-0.002425464714598311
2,Moderate shift,Target-calibrated associative latent model,expected_calibration_error,modular causal minus comparator,500,-0.007477284661735402,-0.008840799858974697,-0.006113769464496107
2,Moderate shift,Target-calibrated associative latent model,accuracy_any_missing,modular causal minus comparator,500,0.002902186655065026,0.002063339464105672,0.00374103384602438
2,Moderate shift,Frozen causal latent SCM,accuracy,modular causal minus comparator,500,0.00413,0.0033835194063186786,0.004876480593681322
2,Moderate shift,Frozen causal latent SCM,adjusted_rand_index,modular causal minus comparator,500,0.00966073447023406,0.007915849217673684,0.011405619722794438
2,Moderate shift,Frozen causal latent SCM,false_atrial_renal_competing,modular causal minus comparator,500,-0.09357976976153294,-0.09735846943068553,-0.08980107009238035
2,Moderate shift,Frozen causal latent SCM,brier_score,modular causal minus comparator,500,-0.0028056972435379557,-0.0031531978970111368,-0.0024581965900647746
2,Moderate shift,Frozen causal latent SCM,expected_calibration_error,modular causal minus comparator,500,-0.007063106092213875,-0.008893227070073364,-0.005232985114354385
2,Moderate shift,Frozen causal latent SCM,accuracy_any_missing,modular causal minus comparator,500,0.0035884257311223165,0.0025877382230139754,0.0045891132392306576
3,Strong shift,Pooled associative latent class model,accuracy,modular causal minus comparator,500,0.042304000000000036,0.041052773832100625,0.04355522616789945
3,Strong shift,Pooled associative latent class model,adjusted_rand_index,modular causal minus comparator,500,0.08617151251431954,0.08363995218575242,0.08870307284288666
3,Strong shift,Pooled associative latent class model,false_atrial_renal_competing,modular causal minus comparator,500,-0.22209469015734237,-0.22748355379576396,-0.21670582651892079
3,Strong shift,Pooled associative latent class model,brier_score,modular causal minus comparator,500,-0.02613411809803216,-0.026813900505170143,-0.025454335690894177
3,Strong shift,Pooled associative latent class model,expected_calibration_error,modular causal minus comparator,500,-0.029679206045969138,-0.03183821713688687,-0.0275201949550514
3,Strong shift,Pooled associative latent class model,accuracy_any_missing,modular causal minus comparator,500,0.04016101122138931,0.0386964284107316,0.04162559403204703
3,Strong shift,Target-calibrated associative latent model,accuracy,modular causal minus comparator,500,0.004654000000000004,0.0038244627295420035,0.005483537270458003
3,Strong shift,Target-calibrated associative latent model,adjusted_rand_index,modular causal minus comparator,500,0.010039207037428948,0.00826059013048349,0.011817823944374407
3,Strong shift,Target-calibrated associative latent model,false_atrial_renal_competing,modular causal minus comparator,500,-0.008469313322186141,-0.013266607683409839,-0.003672018960962445
3,Strong shift,Target-calibrated associative latent model,brier_score,modular causal minus comparator,500,-0.003082719877591669,-0.0034977979088183712,-0.0026676418463649665
3,Strong shift,Target-calibrated associative latent model,expected_calibration_error,modular causal minus comparator,500,-0.007721947027942459,-0.00945540678864892,-0.005988487267235998
3,Strong shift,Target-calibrated associative latent model,accuracy_any_missing,modular causal minus comparator,500,0.003453633641117759,0.0026329183840550704,0.004274348898180447
3,Strong shift,Frozen causal latent SCM,accuracy,modular causal minus comparator,500,0.01421000000000001,0.013263702290508366,0.015156297709491656
3,Strong shift,Frozen causal latent SCM,adjusted_rand_index,modular causal minus comparator,500,0.03042709822919295,0.02840554353869274,0.032448652919693156
3,Strong shift,Frozen causal latent SCM,false_atrial_renal_competing,modular causal minus comparator,500,-0.14083465520117605,-0.14519352331628424,-0.13647578708606786
3,Strong shift,Frozen causal latent SCM,brier_score,modular causal minus comparator,500,-0.009302155443674682,-0.009807328859946951,-0.008796982027402412
3,Strong shift,Frozen causal latent SCM,expected_calibration_error,modular causal minus comparator,500,-0.02460960417493476,-0.026900762813185253,-0.02231844553668427
3,Strong shift,Frozen causal latent SCM,accuracy_any_missing,modular causal minus comparator,500,0.012454746879585378,0.0113657821487898,0.013543711610380956
