repeat,method,renal_effect_sd,bic_k1,bic_k2,delta_bic_k2_minus_k1,selected_k2,k2_converged,k2_minimum_effective_class_fraction
422,Renal-adjusted associative latent class model,1.5,6861.315999055258,6888.1417327276,26.82573367234272,False,True,0.3108907478543108
422,Biologically constrained latent SCM,1.5,6852.041188245067,6880.069786586113,28.028598341045836,False,True,0.4833104152990992
423,Associative latent class model,1.5,8065.702783135969,7818.165557427699,-247.53722570826994,True,True,0.32060900035993734
423,Renal-adjusted associative latent class model,1.5,6810.863711564681,6836.25719649881,25.393484934129447,False,True,0.30126457593320405
423,Biologically constrained latent SCM,1.5,6800.736381943772,6829.727282123868,28.990900180095196,False,True,0.4882425238374384
424,Associative latent class model,1.5,8148.707132566066,7864.143411951054,-284.56372061501224,True,True,0.33780253826495427
424,Renal-adjusted associative latent class model,1.5,6877.083657613759,6897.864798338401,20.781140724641773,False,True,0.4308311564889377
424,Biologically constrained latent SCM,1.5,6863.8247074876535,6890.101297114585,26.276589626931127,False,True,0.4871622708805758
425,Associative latent class model,1.5,8105.010952920153,7827.286369327333,-277.7245835928197,True,True,0.31479207184485786
425,Renal-adjusted associative latent class model,1.5,6823.383307646335,6855.379150385146,31.995842738811007,False,True,0.4857644872019761
425,Biologically constrained latent SCM,1.5,6810.027883583542,6840.015330957589,29.987447374047406,False,True,0.49874755863133724
426,Associative latent class model,1.5,8007.641698458391,7676.102911590122,-331.5387868682692,True,True,0.2989918844727743
426,Renal-adjusted associative latent class model,1.5,6687.925899965065,6710.771505137904,22.845605172838987,False,True,0.3548586579710318
426,Biologically constrained latent SCM,1.5,6674.764736045997,6697.78635953743,23.021623491433274,False,True,0.3534294858681744
427,Associative latent class model,1.5,8122.480217787943,7801.163392457402,-321.3168253305412,True,True,0.30551006155444893
427,Renal-adjusted associative latent class model,1.5,6810.564840007559,6838.739542693336,28.174702685777447,False,True,0.46282300885878447
427,Biologically constrained latent SCM,1.5,6798.694492088779,6829.709600982476,31.01510889369729,False,True,0.4019439673118159
428,Associative latent class model,1.5,8080.5197243627335,7763.560922894119,-316.9588014686142,True,True,0.32328683245441403
428,Renal-adjusted associative latent class model,1.5,6753.099741640814,6776.091079951814,22.991338311000618,False,True,0.3948437576196808
428,Biologically constrained latent SCM,1.5,6742.756284605208,6765.084525841547,22.328241236338727,False,True,0.29783031139718474
429,Associative latent class model,1.5,8077.9140539600385,7801.172836450116,-276.74121750992254,True,True,0.31314798501411767
429,Renal-adjusted associative latent class model,1.5,6809.582204764551,6835.2430475419405,25.660842777389917,False,True,0.46604388278547726
429,Biologically constrained latent SCM,1.5,6798.76700629439,6821.801767403121,23.03476110873089,False,True,0.4553903561425108
430,Associative latent class model,1.5,8093.16374733054,7831.734510474573,-261.42923685596725,True,True,0.2748335724093655
430,Renal-adjusted associative latent class model,1.5,6878.601345243027,6905.086211265928,26.48486602290086,False,True,0.3224024419345979
430,Biologically constrained latent SCM,1.5,6868.194488885632,6894.8069018559545,26.61241297032211,False,True,0.4832306726550499
431,Associative latent class model,1.5,8119.304420816751,7781.188430265625,-338.11599055112583,True,True,0.28349455257595896
431,Renal-adjusted associative latent class model,1.5,6806.845913397686,6837.463327613111,30.617414215425015,False,True,0.4364212943383094
431,Biologically constrained latent SCM,1.5,6794.708030677048,6825.120169006057,30.412138329009395,False,True,0.4638046159895694
432,Associative latent class model,1.5,8141.343531240276,7822.718837750521,-318.6246934897554,True,True,0.31755481741759234
