renal_effect_sd,method,metric,mean,ci95_low,ci95_high,monte_carlo_standard_error,repeat_count
1.5,Associative latent class model,brier_score,0.3480598379781476,0.3408815636122498,0.3552381123440454,0.0036535689845253,500
1.5,Associative latent class model,expected_calibration_error,0.3431089196908952,0.3351311670572058,0.3510866723245845,0.0040604841920132,500
1.5,Associative latent class model,mean_posterior_entropy,0.2177190067068921,0.2109144008111551,0.2245236126026291,0.0034633807215131,500
1.5,Associative latent class model,predicted_atrial_prevalence,0.41247,0.4011904543844254,0.4237495456155745,0.0057410173977721,500
1.5,Renal-adjusted associative latent class model,accuracy,0.816398,0.8150280162786476,0.8177679837213523,0.0006972887602926,500
1.5,Renal-adjusted associative latent class model,adjusted_rand_index,0.4007992454198201,0.3973657750392798,0.4042327158003603,0.0017475538342785,500
1.5,Renal-adjusted associative latent class model,false_atrial_renal_competing,0.1974837062061998,0.1883932086952534,0.2065742037171461,0.0046268445683385,500
1.5,Renal-adjusted associative latent class model,brier_score,0.1289303985337228,0.1280987536314982,0.1297620434359474,0.0004232872506714,500
1.5,Renal-adjusted associative latent class model,expected_calibration_error,0.0467218236240751,0.0448528262654474,0.0485908209827028,0.0009512746982871,500
1.5,Renal-adjusted associative latent class model,mean_posterior_entropy,0.3703883136715777,0.3686021467910757,0.3721744805520797,0.0009091159773428,500
1.5,Renal-adjusted associative latent class model,predicted_atrial_prevalence,0.501306,0.4969945511061917,0.5056174488938083,0.0021944237784527,500
1.5,Biologically constrained latent SCM,accuracy,0.8193619999999999,0.8180808875611475,0.8206431124388524,0.0006520554152286,500
1.5,Biologically constrained latent SCM,adjusted_rand_index,0.4082231202399964,0.4049576474464375,0.4114885930335553,0.0016620471035542,500
1.5,Biologically constrained latent SCM,false_atrial_renal_competing,0.1851483000668971,0.1792107565339893,0.1910858435998048,0.0030220668353329,500
1.5,Biologically constrained latent SCM,brier_score,0.1267022542212008,0.1259552716238807,0.1274492368185209,0.0003801961739599,500
1.5,Biologically constrained latent SCM,expected_calibration_error,0.0450180635790748,0.0430855654800066,0.046950561678143,0.0009835950477112,500
