repeat,atrial_probability_if_renal_impaired,renal_effect_sd,method,fitted_prior_atrial_given_renal,accuracy,adjusted_rand_index,false_atrial_renal_competing,brier_score,expected_calibration_error,mean_posterior_entropy,predicted_atrial_prevalence,renal_competing_subgroup_size
5,0.55,1.5,Data-generating oracle (reference),,0.806,0.3739175362463856,0.2357142857142857,0.13980884205615643,0.033664276262237204,0.38970538916438957,0.509,140
6,0.55,1.5,Associative latent class model,,0.542,0.005706190516966136,0.9285714285714286,0.37557408780077856,0.3886153291646355,0.19535723886779632,0.314,126
6,0.55,1.5,Renal-adjusted associative latent class model,0.7379997407893972,0.791,0.338030943975926,0.4444444444444444,0.13866409628858775,0.039316514277605935,0.39449269074678317,0.569,126
6,0.55,1.5,Biologically constrained latent SCM,0.6427980410608929,0.81,0.3836989699784012,0.29365079365079366,0.1314294067089161,0.061831635322878505,0.410310254734527,0.616,126
6,0.55,1.5,Data-generating oracle (reference),,0.822,0.41414923439235596,0.15079365079365079,0.12385767953900506,0.02977884075548946,0.37721191754751204,0.52,126
7,0.55,1.5,Associative latent class model,,0.618,0.0546675305987211,0.78125,0.3038302192339373,0.2955005389424805,0.23719481783053636,0.346,128
7,0.55,1.5,Renal-adjusted associative latent class model,0.6718434124599442,0.805,0.37147194541389866,0.359375,0.1330712796959849,0.02648551631577839,0.37608512148910134,0.507,128
7,0.55,1.5,Biologically constrained latent SCM,0.5962515526802736,0.809,0.3813044349168253,0.265625,0.1274908883111511,0.021697936672813768,0.3919306872187665,0.525,128
7,0.55,1.5,Data-generating oracle (reference),,0.813,0.3912639993317078,0.203125,0.12665573123451082,0.02571953027371225,0.3823958376330555,0.541,128
8,0.55,1.5,Associative latent class model,,0.612,0.0491598345453403,0.9,0.2897996171653127,0.29122270121151994,0.26469519984527334,0.375,130
8,0.55,1.5,Renal-adjusted associative latent class model,0.6463170283633188,0.807,0.3763569574915398,0.36153846153846153,0.13440227158625348,0.04551240565496075,0.3732658811574354,0.576,130
8,0.55,1.5,Biologically constrained latent SCM,0.6232264353354227,0.816,0.3988049698205641,0.2923076923076923,0.1343493188430916,0.05301460938963598,0.3736799914922017,0.583,130
8,0.55,1.5,Data-generating oracle (reference),,0.815,0.3962926508270342,0.2076923076923077,0.1312503410097568,0.022930528729351744,0.38270123218696606,0.54,130
9,0.55,1.5,Associative latent class model,,0.654,0.09396117864493723,0.8848920863309353,0.26517748554925047,0.24097348889283682,0.27545582186977746,0.434,139
9,0.55,1.5,Renal-adjusted associative latent class model,0.6783130395313404,0.804,0.36903395400481875,0.4316546762589928,0.1409613256407631,0.044398514114481605,0.36936713963363205,0.544,139
9,0.55,1.5,Biologically constrained latent SCM,0.57406506062253,0.81,0.38378378698464716,0.2805755395683453,0.13659400396366994,0.03318556379942187,0.38252064812772185,0.516,139
9,0.55,1.5,Data-generating oracle (reference),,0.809,0.38130536475944443,0.2446043165467626,0.13319188539339474,0.02801537668612031,0.3906787141670776,0.519,139
10,0.55,1.5,Associative latent class model,,0.585,0.02779123300282825,0.8153846153846154,0.3348632403563191,0.3322900663050448,0.20150660596936917,0.322,130
10,0.55,1.5,Renal-adjusted associative latent class model,0.5516098813832949,0.847,0.4811176137962467,0.14615384615384616,0.11254986920818796,0.031789853911733834,0.3631982504738084,0.494,130
10,0.55,1.5,Biologically constrained latent SCM,0.5330329829607124,0.845,0.4755760775591161,0.13076923076923078,0.11329567721742914,0.037035182983725476,0.36367518015970357,0.494,130
10,0.55,1.5,Data-generating oracle (reference),,0.842,0.46732389753691156,0.16153846153846155,0.11273048981861417,0.028609095480362806,0.3761469399828758,0.497,130
11,0.55,1.5,Associative latent class model,,0.567,0.016730802028078688,0.8581560283687943,0.3377081490894081,0.3441920142335382,0.2169926042808632,0.338,141
11,0.55,1.5,Renal-adjusted associative latent class model,0.5643904593640134,0.826,0.4245296244905787,0.24113475177304963,0.11728644260622605,0.04373660872039532,0.35955667058945834,0.507,141
11,0.55,1.5,Biologically constrained latent SCM,0.5558877371950182,0.831,0.4376819693898924,0.24113475177304963,0.11647309774868793,0.034669921304627226,0.36152925389870155,0.514,141
11,0.55,1.5,Data-generating oracle (reference),,0.834,0.445661271199724,0.2624113475177305,0.11522778522765964,0.019228891898496157,0.37177430761443553,0.543,141
12,0.55,1.5,Associative latent class model,,0.633,0.06969502267581107,0.75,0.2924013890415903,0.28551119519652796,0.21125172170920298,0.322,140
12,0.55,1.5,Renal-adjusted associative latent class model,0.5940847812963939,0.839,0.4591381740174903,0.2642857142857143,0.11655961429064754,0.039426524167550984,0.35599339145917736,0.452,140
12,0.55,1.5,Biologically constrained latent SCM,0.5569891958188005,0.833,0.4429960242122974,0.2,0.11546743557679329,0.023193795419084465,0.3647822503996746,0.462,140
12,0.55,1.5,Data-generating oracle (reference),,0.837,0.4537303405877749,0.22142857142857142,0.11546054729936625,0.02705134909003191,0.3748536230977768,0.5,140
13,0.55,1.5,Associative latent class model,,0.545,0.007246613304742648,1.0,0.42093748051885493,0.4312529061922272,0.0933764087276497,0.297,123
13,0.55,1.5,Renal-adjusted associative latent class model,0.5252397037049578,0.799,0.35698473162662686,0.25203252032520324,0.13684920174505044,0.08407858230258454,0.3826549571791079,0.605,123
13,0.55,1.5,Biologically constrained latent SCM,0.5713165186837916,0.801,0.3617884479708864,0.3089430894308943,0.13413375105107422,0.08771034982380935,0.38169189372586926,0.603,123
13,0.55,1.5,Data-generating oracle (reference),,0.82,0.4090093131498032,0.21951219512195122,0.12149903699254282,0.02256111300281584,0.38302539503755795,0.52,123
14,0.55,1.5,Associative latent class model,,0.61,0.04754492950381692,0.7669172932330827,0.3164992736920107,0.3144751869215191,0.19979907386788814,0.305,133
14,0.55,1.5,Renal-adjusted associative latent class model,0.5673010853065872,0.824,0.41932391330825514,0.21804511278195488,0.12377766164178716,0.029954589374401555,0.3659359877025213,0.525,133
14,0.55,1.5,Biologically constrained latent SCM,0.5601497474714499,0.819,0.40645113553123813,0.21052631578947367,0.12415587443244887,0.030323755114034488,0.3665473476047627,0.526,133
14,0.55,1.5,Data-generating oracle (reference),,0.83,0.4350346661300246,0.19548872180451127,0.12082798664896018,0.0217539790873461,0.3738857484222452,0.503,133
15,0.55,1.5,Associative latent class model,,0.582,0.025775054257511604,0.9253731343283582,0.3176275922609036,0.3232105304357221,0.2539476211077458,0.359,134
15,0.55,1.5,Renal-adjusted associative latent class model,0.5527839123610766,0.808,0.37881198022761886,0.19402985074626866,0.12618656366717085,0.045811215753177745,0.40120198888231257,0.571,134
15,0.55,1.5,Biologically constrained latent SCM,0.5794572497584252,0.808,0.37881827721899386,0.22388059701492538,0.1250709683979971,0.033115579078451585,0.40147052542909584,0.561,134
15,0.55,1.5,Data-generating oracle (reference),,0.822,0.41414576364432926,0.15671641791044777,0.12214368844344557,0.03265364316053542,0.3796539667153886,0.535,134
16,0.55,1.5,Associative latent class model,,0.58,0.024489014407768697,0.9,0.3182817350978644,0.3269173025936257,0.24224436440081293,0.323,120
16,0.55,1.5,Renal-adjusted associative latent class model,0.584599546554635,0.807,0.37637146301039853,0.26666666666666666,0.12611588103809307,0.029695362490352834,0.38085588710206525,0.524,120
16,0.55,1.5,Biologically constrained latent SCM,0.581667059978217,0.81,0.3837832573302191,0.25,0.12609559463987746,0.027977206799837912,0.38150380314351423,0.521,120
16,0.55,1.5,Data-generating oracle (reference),,0.815,0.3962962800943081,0.225,0.12536773422016328,0.02629100197360607,0.3774486505716079,0.516,120
17,0.55,1.5,Associative latent class model,,0.546,0.007599872422764975,0.8905109489051095,0.37477993708850327,0.38376070493850234,0.2002613362732975,0.299,137
17,0.55,1.5,Renal-adjusted associative latent class model,0.6897537440687379,0.813,0.3912679067500597,0.41605839416058393,0.1362863810389125,0.032476787548831966,0.38711508731846866,0.524,137
17,0.55,1.5,Biologically constrained latent SCM,0.5060458886982717,0.833,0.4429985789913263,0.18248175182481752,0.12046049368686967,0.02116823516356512,0.40486564733442915,0.504,137
17,0.55,1.5,Data-generating oracle (reference),,0.837,0.45372999377821366,0.21897810218978103,0.11776033137116118,0.01441264722529288,0.37972926492956366,0.52,137
18,0.55,1.5,Associative latent class model,,0.579,0.02317123702496483,0.8421052631578947,0.31420697609084064,0.31660340341670135,0.27333579349906545,0.362,133
18,0.55,1.5,Renal-adjusted associative latent class model,0.7107706027862449,0.794,0.3450016977017643,0.44360902255639095,0.13872417719769936,0.03412035767652004,0.3816997396302816,0.557,133
18,0.55,1.5,Biologically constrained latent SCM,0.6511714903591229,0.816,0.39864520545073906,0.2781954887218045,0.1278358721570273,0.025480125056992743,0.3870815182726766,0.583,133
18,0.55,1.5,Data-generating oracle (reference),,0.816,0.39878454724444923,0.18045112781954886,0.1239317059776673,0.0338101377567869,0.37579867839670883,0.541,133
19,0.55,1.5,Associative latent class model,,0.521,0.0005166977603952973,0.9523809523809523,0.39315085554634305,0.4117258849980195,0.1896270620867992,0.329,147
19,0.55,1.5,Renal-adjusted associative latent class model,0.5134787540324166,0.832,0.4403372275249458,0.10884353741496598,0.1201925453104886,0.03632151738701232,0.39623807977692066,0.492,147
19,0.55,1.5,Biologically constrained latent SCM,0.5487147402520712,0.831,0.43768249525851033,0.14965986394557823,0.12034009105504384,0.029423559184652188,0.391905354750117,0.509,147
19,0.55,1.5,Data-generating oracle (reference),,0.83,0.43503297458084617,0.23809523809523808,0.11717587411024909,0.025419000280808655,0.3765713849596433,0.526,147
20,0.55,1.5,Associative latent class model,,0.512,-0.00032752335964724593,0.948905109489051,0.43621001799680575,0.45230551609872266,0.12003962078279419,0.283,137
20,0.55,1.5,Renal-adjusted associative latent class model,0.48647532932859894,0.832,0.440336770383336,0.1678832116788321,0.11426517546952876,0.02672979504711201,0.36114999424932304,0.525,137
20,0.55,1.5,Biologically constrained latent SCM,0.5101497856232539,0.837,0.45372966872267056,0.18248175182481752,0.1129097883923611,0.02502152673708065,0.36135625766135127,0.514,137
20,0.55,1.5,Data-generating oracle (reference),,0.831,0.4376819538117905,0.21897810218978103,0.11284912903147502,0.02259604304690074,0.3633643167911847,0.522,137
21,0.55,1.5,Associative latent class model,,0.491,-0.0019153295032666555,1.0,0.46938778938397735,0.4821254286876319,0.0949678216773621,0.31,135
21,0.55,1.5,Renal-adjusted associative latent class model,0.441156497688064,0.816,0.3988105702234463,0.08888888888888889,0.12847096073358277,0.06994177460225705,0.40406658511702065,0.471,135
21,0.55,1.5,Biologically constrained latent SCM,0.46196949485056094,0.809,0.3812829874139589,0.1111111111111111,0.12774734349676076,0.07460113231213783,0.4033406771493849,0.464,135
21,0.55,1.5,Data-generating oracle (reference),,0.832,0.44033419403199,0.15555555555555556,0.12001692687932874,0.03106891109807974,0.3824038503067914,0.519,135
22,0.55,1.5,Associative latent class model,,0.589,0.030268681508821324,0.9083969465648855,0.3046135178326376,0.3147753293793162,0.2523989318446658,0.375,131
22,0.55,1.5,Renal-adjusted associative latent class model,0.42864371620470054,0.813,0.39118000716409906,0.061068702290076333,0.1265281610572106,0.11201708811001748,0.38648070516536637,0.429,131
22,0.55,1.5,Biologically constrained latent SCM,0.4733321959416781,0.821,0.411500946196012,0.07633587786259542,0.12466882107828192,0.10613944087071969,0.3864807041447091,0.433,131
22,0.55,1.5,Data-generating oracle (reference),,0.858,0.5121381904959142,0.1450381679389313,0.10730429437460129,0.03435532797602872,0.37719036647940823,0.548,131
23,0.55,1.5,Associative latent class model,,0.444,0.011702932484813066,0.0,0.5449354729181942,0.5387878287221747,0.09212957640113316,0.7,120
23,0.55,1.5,Renal-adjusted associative latent class model,0.3109330034025908,0.805,0.37147609061123116,0.008333333333333333,0.13297594434503152,0.054672064802017535,0.3733708046193228,0.453,120
23,0.55,1.5,Biologically constrained latent SCM,0.3689402860087003,0.82,0.409013146092861,0.03333333333333333,0.12092078415042393,0.05295275802447453,0.37929990557470233,0.454,120
23,0.55,1.5,Data-generating oracle (reference),,0.836,0.4510353439511091,0.175,0.11140851430436564,0.05149283258704374,0.3900397017786493,0.52,120
24,0.55,1.5,Associative latent class model,,0.639,0.07641136363526646,0.68,0.27439329802681334,0.25328157859203326,0.28290751063714253,0.363,150
24,0.55,1.5,Renal-adjusted associative latent class model,0.5087407054486459,0.821,0.4115764160558683,0.29333333333333333,0.12762545271657463,0.031679486103161215,0.34518760211804067,0.527,150
24,0.55,1.5,Biologically constrained latent SCM,0.49964503053208315,0.822,0.4141508943632679,0.2733333333333333,0.1270660186831464,0.033012615913663036,0.34587907914583216,0.526,150
24,0.55,1.5,Data-generating oracle (reference),,0.819,0.4064527000376632,0.24666666666666667,0.12237641396044102,0.028278855354507106,0.38057375734527216,0.539,150
25,0.55,1.5,Associative latent class model,,0.585,0.02797221784829895,0.9868421052631579,0.32898879058112207,0.3278628944825941,0.2358021125002416,0.392,152
25,0.55,1.5,Renal-adjusted associative latent class model,0.6313563991380574,0.809,0.38130493483255934,0.32894736842105265,0.13504713431720422,0.024925689698059413,0.3840609437537155,0.51,152
25,0.55,1.5,Biologically constrained latent SCM,0.5276038840654814,0.816,0.3988242411528405,0.19736842105263158,0.12711357334271053,0.01500465435381456,0.3942412058370093,0.529,152
25,0.55,1.5,Data-generating oracle (reference),,0.824,0.419324693287441,0.21710526315789475,0.12673127065403672,0.026005880423044327,0.384884127868316,0.529,152
26,0.55,1.5,Associative latent class model,,0.631,0.06766137677666184,0.7697841726618705,0.2740974240016475,0.2616468632201026,0.26682615503147766,0.379,139
26,0.55,1.5,Renal-adjusted associative latent class model,0.5378191584249095,0.833,0.44299565772640737,0.2733812949640288,0.1210344210823611,0.032495978656475445,0.3510357443643652,0.543,139
26,0.55,1.5,Biologically constrained latent SCM,0.5415006596252452,0.832,0.4403327964257539,0.28776978417266186,0.12148962156430969,0.03422030652928528,0.3511212090725602,0.544,139
26,0.55,1.5,Data-generating oracle (reference),,0.838,0.45643085409221945,0.2517985611510791,0.11757637745180122,0.01424168235050017,0.3756058142558057,0.532,139
27,0.55,1.5,Associative latent class model,,0.512,-0.0003927141162052303,1.0,0.4561901827145896,0.4670667015377594,0.0821804262145385,0.308,141
27,0.55,1.5,Renal-adjusted associative latent class model,0.5494232148924326,0.79,0.3357420534374816,0.24822695035460993,0.14059984919697002,0.07371110641153909,0.3742723900038206,0.606,141
27,0.55,1.5,Biologically constrained latent SCM,0.5769709110915805,0.793,0.34274720494707683,0.2765957446808511,0.1416459114811991,0.08205649335774069,0.3724279700870146,0.623,141
27,0.55,1.5,Data-generating oracle (reference),,0.805,0.37147162328548405,0.23404255319148937,0.13088262992045227,0.02728475648270606,0.388059126083587,0.523,141
28,0.55,1.5,Associative latent class model,,0.647,0.08551599943649257,0.8986486486486487,0.2703313909596786,0.2565756738330306,0.25764671777146375,0.46,148
28,0.55,1.5,Renal-adjusted associative latent class model,0.5545083375476344,0.817,0.40135764119273015,0.22297297297297297,0.1252928464958978,0.03728743140635368,0.34648463063547663,0.488,148
28,0.55,1.5,Biologically constrained latent SCM,0.5513976850178426,0.82,0.40900922312984567,0.20945945945945946,0.12519387455730233,0.03481922838293156,0.3465437860594571,0.487,148
28,0.55,1.5,Data-generating oracle (reference),,0.831,0.4376813043988948,0.20270270270270271,0.11839561816201583,0.03848316269447402,0.3806419700626587,0.52,148
29,0.55,1.5,Associative latent class model,,0.666,0.10920435852131104,0.7851239669421488,0.24922071644391178,0.22399024980714513,0.2930786593859027,0.419,121
29,0.55,1.5,Renal-adjusted associative latent class model,0.46725694343823926,0.81,0.383787303913189,0.18181818181818182,0.1326626899347545,0.05396248969592287,0.36350947808373885,0.499,121
29,0.55,1.5,Biologically constrained latent SCM,0.459508514537023,0.805,0.37147501867649546,0.18181818181818182,0.1327743027231757,0.05083399841928666,0.36239257207303105,0.498,121
29,0.55,1.5,Data-generating oracle (reference),,0.822,0.41412865802510906,0.2066115702479339,0.1281492528585753,0.017678097950354132,0.3830761225799441,0.543,121
30,0.55,1.5,Associative latent class model,,0.628,0.0644318723665187,0.7922077922077922,0.29546842690640357,0.2801605664055792,0.24703759762563926,0.354,154
30,0.55,1.5,Renal-adjusted associative latent class model,0.521415200742537,0.811,0.38627153653226204,0.21428571428571427,0.13467561527422645,0.03979123839066513,0.3636912597540871,0.497,154
30,0.55,1.5,Biologically constrained latent SCM,0.5302577778206345,0.813,0.3912685232193342,0.22077922077922077,0.13429778152237867,0.039287669789906554,0.3639972176247379,0.497,154
30,0.55,1.5,Data-generating oracle (reference),,0.814,0.3937773937221704,0.22077922077922077,0.13124547639252235,0.031675594868972555,0.3795494013242469,0.482,154
31,0.55,1.5,Associative latent class model,,0.487,-0.00014836723989704098,0.0,0.5077674106313653,0.504278973784148,0.05870952934802694,0.727,127
31,0.55,1.5,Renal-adjusted associative latent class model,0.5908262095806721,0.828,0.42976640354912066,0.3464566929133858,0.1231448065373353,0.01828834448816461,0.3650876017196067,0.524,127
31,0.55,1.5,Biologically constrained latent SCM,0.4896871889978519,0.827,0.4271481725337729,0.2125984251968504,0.1201745734477694,0.034292644663246837,0.37651249343535653,0.553,127
31,0.55,1.5,Data-generating oracle (reference),,0.826,0.424531857282031,0.28346456692913385,0.1189790095890483,0.02487366857363527,0.3815818205207929,0.544,127
32,0.55,1.5,Associative latent class model,,0.608,0.04580607704210063,0.8088235294117647,0.29657894019771097,0.29255530041739897,0.24657598590939409,0.331,136
32,0.55,1.5,Renal-adjusted associative latent class model,0.5985538973609895,0.816,0.3988269457333737,0.22794117647058823,0.1275554782445256,0.03493333715662797,0.3731291875809528,0.545,136
32,0.55,1.5,Biologically constrained latent SCM,0.6790072510400916,0.816,0.39882828363472894,0.3161764705882353,0.12934449634354592,0.048474327318011365,0.36740282957169973,0.551,136
32,0.55,1.5,Data-generating oracle (reference),,0.819,0.40644991381509943,0.22794117647058823,0.1257594009768439,0.021854971560973435,0.37637154463528416,0.504,136
33,0.55,1.5,Associative latent class model,,0.636,0.07309103775075866,0.8345864661654135,0.2719909320145146,0.26404123950295505,0.26864854739780925,0.388,133
33,0.55,1.5,Renal-adjusted associative latent class model,0.6146391192815499,0.816,0.39882469796742986,0.3007518796992481,0.1318748109728136,0.053994524457882845,0.3362041934740373,0.464,133
33,0.55,1.5,Biologically constrained latent SCM,0.5257934039027745,0.824,0.4193246635439305,0.15789473684210525,0.11943019884440773,0.043379754391110276,0.3517982113462117,0.468,133
33,0.55,1.5,Data-generating oracle (reference),,0.843,0.470065862214732,0.19548872180451127,0.11592115607576486,0.020545599528053207,0.3694797902280924,0.511,133
34,0.55,1.5,Associative latent class model,,0.555,0.01125082539055781,0.8837209302325582,0.35745034109166496,0.37132693863584415,0.20418667900518125,0.29,129
34,0.55,1.5,Renal-adjusted associative latent class model,0.6444824033759271,0.834,0.44567351196820726,0.31007751937984496,0.11255555928795097,0.03279155843999767,0.39502214794727036,0.549,129
34,0.55,1.5,Biologically constrained latent SCM,0.619617737911323,0.835,0.4483587190525355,0.26356589147286824,0.11379544207541897,0.0646262790165979,0.39746922489492487,0.578,129
34,0.55,1.5,Data-generating oracle (reference),,0.836,0.4510367598120001,0.23255813953488372,0.10888617203144113,0.029566027915271666,0.3612635919702624,0.535,129
35,0.55,1.5,Associative latent class model,,0.576,0.022154000094205255,0.9632352941176471,0.3373249815738717,0.3500375949400036,0.20995937156442962,0.351,136
35,0.55,1.5,Renal-adjusted associative latent class model,0.7123537204637513,0.801,0.36176663269812803,0.47058823529411764,0.13416618285316395,0.044286926282645696,0.3691911848915829,0.536,136
35,0.55,1.5,Biologically constrained latent SCM,0.620604863750476,0.821,0.41157590109287595,0.3088235294117647,0.12440477474615412,0.02458206247099073,0.38549075915028236,0.526,136
35,0.55,1.5,Data-generating oracle (reference),,0.826,0.42452846799682614,0.22794117647058823,0.12223069462006628,0.02028141534573303,0.37249790201402877,0.513,136
36,0.55,1.5,Associative latent class model,,0.5,-0.000863832473411926,1.0,0.45356867622593056,0.4714582040629251,0.09947132285275702,0.311,154
36,0.55,1.5,Renal-adjusted associative latent class model,0.6819814793320425,0.817,0.401356816117279,0.37662337662337664,0.12131545097901514,0.024233850810657837,0.3709473493564829,0.504,154
36,0.55,1.5,Biologically constrained latent SCM,0.6183173059172212,0.843,0.47006562789680084,0.22727272727272727,0.11287535819483761,0.029307534372226822,0.3797130777276707,0.494,154
36,0.55,1.5,Data-generating oracle (reference),,0.842,0.46732315661592067,0.19480519480519481,0.11054954104964584,0.03326094852319709,0.3760654666649931,0.513,154
37,0.55,1.5,Associative latent class model,,0.622,0.05863172346541275,0.815068493150685,0.28191614774386164,0.2715451975182418,0.2701097162596489,0.361,146
37,0.55,1.5,Renal-adjusted associative latent class model,0.5629225031728278,0.823,0.4167328219970678,0.2534246575342466,0.12263561820737745,0.02708700662970567,0.3558296860094087,0.482,146
37,0.55,1.5,Biologically constrained latent SCM,0.5226705045527181,0.832,0.44033624258209597,0.1917808219178082,0.12000875961485198,0.021531011700570785,0.3606983734786412,0.487,146
37,0.55,1.5,Data-generating oracle (reference),,0.833,0.44299875248098647,0.19863013698630136,0.11952321862668944,0.02016387025878105,0.3771683605730314,0.494,146
38,0.55,1.5,Associative latent class model,,0.629,0.06553314555541583,0.7969924812030075,0.2794610112293106,0.2723133642623531,0.28226267467544214,0.368,133
38,0.55,1.5,Renal-adjusted associative latent class model,0.44860160341165867,0.835,0.44834869990132964,0.09022556390977443,0.12144170870503362,0.03018558974574664,0.37151524446149914,0.512,133
38,0.55,1.5,Biologically constrained latent SCM,0.5541415574114594,0.833,0.4429989789067979,0.2556390977443609,0.11876278840191677,0.02690734296030502,0.37312848382764335,0.516,133
38,0.55,1.5,Data-generating oracle (reference),,0.839,0.45914348781688774,0.19548872180451127,0.11695796613295306,0.033883047652640656,0.3876893039678768,0.512,133
39,0.55,1.5,Associative latent class model,,0.611,0.04799494522307949,0.8189655172413793,0.291485967323128,0.29127120463240197,0.2515943605581361,0.343,116
39,0.55,1.5,Renal-adjusted associative latent class model,0.6602926428262077,0.812,0.38876410777625825,0.25,0.13124899350901006,0.05498630979047713,0.3417374404822807,0.518,116
39,0.55,1.5,Biologically constrained latent SCM,0.6468558413345251,0.819,0.4064453552016828,0.23275862068965517,0.1301973621982779,0.04537961607819603,0.3451557128553289,0.529,116
39,0.55,1.5,Data-generating oracle (reference),,0.816,0.39881368888666735,0.21551724137931033,0.12757946631771627,0.039666277673448304,0.3727825914476146,0.536,116
40,0.55,1.5,Associative latent class model,,0.471,0.0024903602326058366,0.02142857142857143,0.5185851415537179,0.5118221461891015,0.08922975377027392,0.691,140
40,0.55,1.5,Renal-adjusted associative latent class model,0.4835307227961165,0.809,0.3813131993541375,0.11428571428571428,0.13945704371705375,0.05998299227177888,0.37527814433489837,0.563,140
40,0.55,1.5,Biologically constrained latent SCM,0.5024994812132403,0.813,0.39127401505758286,0.1357142857142857,0.1356768034870024,0.0538292907833457,0.3776895370428212,0.559,140
40,0.55,1.5,Data-generating oracle (reference),,0.821,0.4115751213450422,0.12857142857142856,0.12904687994542116,0.03477556552644291,0.37235013388989524,0.505,140
41,0.55,1.5,Associative latent class model,,0.601,0.039917338094123095,0.8549618320610687,0.3036347080966442,0.3126205182659515,0.24928199730621195,0.339,131
41,0.55,1.5,Renal-adjusted associative latent class model,0.5150603346337018,0.823,0.41673306493506335,0.25190839694656486,0.12326644904054805,0.047655287666659,0.39385449857030397,0.479,131
41,0.55,1.5,Biologically constrained latent SCM,0.5245099199286161,0.824,0.4193232298193292,0.26717557251908397,0.1226710345710758,0.042840262069200365,0.3935683112480098,0.486,131
41,0.55,1.5,Data-generating oracle (reference),,0.842,0.46732333285384936,0.2748091603053435,0.11405170938885548,0.038193605902432815,0.3829026861996987,0.516,131
42,0.55,1.5,Associative latent class model,,0.611,0.0483484230470411,0.6240601503759399,0.3113213875505024,0.29563021284061763,0.2235365164056422,0.294,133
42,0.55,1.5,Renal-adjusted associative latent class model,0.6193978342462958,0.824,0.41932327654340174,0.2556390977443609,0.12264190873658344,0.025082158573626778,0.38177698550875533,0.493,133
42,0.55,1.5,Biologically constrained latent SCM,0.5641205944359555,0.827,0.4271430866611153,0.16541353383458646,0.12094312930310377,0.026550179377468806,0.3896245093958817,0.502,133
42,0.55,1.5,Data-generating oracle (reference),,0.824,0.4193233175049255,0.16541353383458646,0.12123869576590394,0.01738459099235573,0.38117466510010106,0.515,133
43,0.55,1.5,Associative latent class model,,0.654,0.09379123169288663,0.8508771929824561,0.2570223958949322,0.2391021335826188,0.28627224027798087,0.42,114
43,0.55,1.5,Renal-adjusted associative latent class model,0.46817577856706927,0.83,0.43499700437050226,0.10526315789473684,0.12147688871953423,0.024350717466944997,0.3871877870088797,0.55,114
43,0.55,1.5,Biologically constrained latent SCM,0.5206255337048108,0.845,0.4755386891365588,0.15789473684210525,0.11611390731025012,0.02766568687213036,0.3918177551906061,0.551,114
43,0.55,1.5,Data-generating oracle (reference),,0.838,0.4563925243716986,0.17543859649122806,0.11563816082229775,0.029086685431008813,0.3912207823280313,0.552,114
44,0.55,1.5,Associative latent class model,,0.491,-0.0008591223852336475,0.0,0.5024912460564629,0.49748024015914216,0.07750967791722553,0.721,124
44,0.55,1.5,Renal-adjusted associative latent class model,0.5823317080321879,0.842,0.4673140308981177,0.22580645161290322,0.11456235966658557,0.0370456143196992,0.3778221166228923,0.57,124
44,0.55,1.5,Biologically constrained latent SCM,0.530731656313883,0.834,0.445657537193824,0.20161290322580644,0.11746725274335992,0.046431123710328176,0.37708454756538634,0.578,124
44,0.55,1.5,Data-generating oracle (reference),,0.839,0.45914257704482914,0.20967741935483872,0.11228892598570604,0.020353216588171994,0.37187484224472045,0.523,124
45,0.55,1.5,Associative latent class model,,0.588,0.03016254461127666,0.7709923664122137,0.3196063971711873,0.32013035129303163,0.22501750192534323,0.295,131
45,0.55,1.5,Renal-adjusted associative latent class model,0.4859736340124183,0.802,0.3641797650090956,0.22137404580152673,0.13577308027327664,0.04901344153644195,0.3350709963342076,0.509,131
45,0.55,1.5,Biologically constrained latent SCM,0.5165593043704503,0.811,0.3862699145777595,0.22900763358778625,0.13509947591497387,0.051635413724225886,0.3329221552239111,0.51,131
45,0.55,1.5,Data-generating oracle (reference),,0.817,0.40135752851854595,0.22900763358778625,0.12557946806219816,0.032037467492213714,0.3772688900519266,0.518,131
46,0.55,1.5,Associative latent class model,,0.502,-0.0008486069632585931,0.025806451612903226,0.48703797296250795,0.48021600663862146,0.09723332541548546,0.695,155
46,0.55,1.5,Renal-adjusted associative latent class model,0.44812553023316515,0.837,0.45373305199280123,0.10967741935483871,0.11929703303539704,0.03441199896676917,0.36594155102896686,0.544,155
46,0.55,1.5,Biologically constrained latent SCM,0.46855304801085995,0.842,0.4673246894900153,0.11612903225806452,0.11620821627007703,0.03700071665263063,0.3693694375769118,0.531,155
46,0.55,1.5,Data-generating oracle (reference),,0.859,0.5150386296892905,0.16129032258064516,0.10650115513416722,0.02653110342078204,0.375034873968782,0.504,155
47,0.55,1.5,Associative latent class model,,0.495,-0.0007852856476003206,0.0,0.4976822205286119,0.49156272596621187,0.07872119911382046,0.69,149
47,0.55,1.5,Renal-adjusted associative latent class model,0.4347503581615166,0.824,0.41932327654340174,0.12080536912751678,0.1295554009223875,0.030911245785835387,0.36704396103975173,0.515,149
47,0.55,1.5,Biologically constrained latent SCM,0.45743518039184083,0.825,0.4219216424983545,0.1476510067114094,0.1281345487008681,0.025340193232478103,0.36760420054665366,0.51,149
47,0.55,1.5,Data-generating oracle (reference),,0.83,0.4350348001818409,0.18791946308724833,0.12355499585241296,0.02470189113878584,0.39513185242007987,0.511,149
48,0.55,1.5,Associative latent class model,,0.677,0.12442008189068587,0.889763779527559,0.2564938182394508,0.24149519862913688,0.26773820660784176,0.448,127
