repeat,atrial_probability_if_renal_impaired,renal_effect_sd,method,fitted_prior_atrial_given_renal,accuracy,adjusted_rand_index,false_atrial_renal_competing,brier_score,expected_calibration_error,mean_posterior_entropy,predicted_atrial_prevalence,renal_competing_subgroup_size
12,0.5,1.5,Renal-adjusted associative latent class model,0.37411003918471664,0.811,0.38627325895661574,0.08783783783783784,0.12712154703635084,0.04662658955367367,0.35815438800857546,0.46,148
12,0.5,1.5,Biologically constrained latent SCM,0.4006672518159584,0.816,0.39882667201492367,0.11486486486486487,0.1255692229762108,0.04222850613535189,0.35968483672462226,0.455,148
12,0.5,1.5,Data-generating oracle (reference),,0.822,0.41414962394198296,0.16216216216216217,0.12250365519434159,0.0209998863871613,0.3796802312800014,0.501,148
13,0.5,1.5,Associative latent class model,,0.505,-0.0008080990071402033,0.9625,0.42417342831818994,0.4447414300047382,0.15972173108887344,0.303,160
13,0.5,1.5,Renal-adjusted associative latent class model,0.3657945957384942,0.834,0.44567087741720113,0.04375,0.11892726640025789,0.033653770828598,0.36022005214861785,0.466,160
13,0.5,1.5,Biologically constrained latent SCM,0.4419135508699424,0.837,0.4537311997277458,0.1125,0.1140000694778945,0.027834191332632194,0.36980406195834087,0.463,160
13,0.5,1.5,Data-generating oracle (reference),,0.842,0.4673230030769527,0.175,0.11197965177922001,0.02460600429780134,0.3647891370184272,0.5,160
14,0.5,1.5,Associative latent class model,,0.506,-0.0008400993204820963,0.9047619047619048,0.4019773325532845,0.4144441141953363,0.20779342264438988,0.295,168
14,0.5,1.5,Renal-adjusted associative latent class model,0.5687381817315479,0.803,0.3666028326055119,0.26785714285714285,0.13756139611050752,0.019443798717113853,0.4055930113825083,0.466,168
14,0.5,1.5,Biologically constrained latent SCM,0.4870047309913367,0.816,0.3988227917399442,0.16666666666666666,0.13005400314542256,0.017310760071310164,0.40941357761424474,0.489,168
14,0.5,1.5,Data-generating oracle (reference),,0.822,0.4141501762139839,0.16071428571428573,0.12745915160306373,0.01913185068725983,0.3855096565443241,0.481,168
15,0.5,1.5,Associative latent class model,,0.535,0.003851903444307629,0.9852941176470589,0.3749260750246513,0.39593388976025035,0.20459736161073122,0.328,136
15,0.5,1.5,Renal-adjusted associative latent class model,0.4932531034806557,0.837,0.4537298327743525,0.15441176470588236,0.11752783464728471,0.03173955238430445,0.3713658734926648,0.512,136
15,0.5,1.5,Biologically constrained latent SCM,0.47097040918934274,0.831,0.43768183178329484,0.1323529411764706,0.11831352724392258,0.028712791777253166,0.371434073774184,0.51,136
15,0.5,1.5,Data-generating oracle (reference),,0.848,0.48389955548852553,0.1323529411764706,0.11329953502945932,0.02792912472083519,0.38860279670910935,0.525,136
16,0.5,1.5,Associative latent class model,,0.473,0.0019999618388467756,1.0,0.4696058561770903,0.4889341556646032,0.13563818673622297,0.3,169
16,0.5,1.5,Renal-adjusted associative latent class model,0.38947846606924097,0.804,0.3690328646977452,0.11834319526627218,0.1308078363598027,0.028281730460663443,0.37687715050164183,0.511,169
16,0.5,1.5,Biologically constrained latent SCM,0.4545135098191181,0.829,0.4323962719650441,0.14201183431952663,0.12433705831555153,0.03176467084069561,0.3895344348701303,0.488,169
16,0.5,1.5,Data-generating oracle (reference),,0.83,0.43503477213965536,0.16568047337278108,0.12382068983298355,0.02386125861249741,0.3836726793955321,0.495,169
17,0.5,1.5,Associative latent class model,,0.636,0.07306163564501535,0.9354838709677419,0.2598084059520808,0.23569803176249945,0.3075103029471658,0.452,155
17,0.5,1.5,Renal-adjusted associative latent class model,0.7413353664046245,0.792,0.34040615150205644,0.5483870967741935,0.149838377220726,0.07486616907664388,0.3589592768024486,0.58,155
17,0.5,1.5,Biologically constrained latent SCM,0.623533581960591,0.808,0.3788440214611441,0.36129032258064514,0.13285763297996708,0.07170262912434106,0.37580765831365975,0.58,155
17,0.5,1.5,Data-generating oracle (reference),,0.831,0.4376813449669607,0.17419354838709677,0.1223888460844196,0.02136099081894821,0.3807765769666504,0.499,155
18,0.5,1.5,Associative latent class model,,0.557,0.0118765189798264,0.8285714285714286,0.3483570076066884,0.3527265786621841,0.23682182166392574,0.311,140
18,0.5,1.5,Renal-adjusted associative latent class model,0.5166973099186928,0.835,0.44834886365853516,0.17857142857142858,0.1215243353976692,0.03523179271941882,0.35351422253371045,0.501,140
18,0.5,1.5,Biologically constrained latent SCM,0.5286841132834394,0.835,0.44834886365853516,0.18571428571428572,0.12177562881739186,0.03039798164908404,0.3532814634535343,0.501,140
18,0.5,1.5,Data-generating oracle (reference),,0.83,0.43503535295470225,0.18571428571428572,0.11968669382093951,0.028919601111045336,0.37247401842531996,0.51,140
19,0.5,1.5,Associative latent class model,,0.496,-0.0011060891894550838,0.006134969325153374,0.49594351465417263,0.49261931175563456,0.10228421075785818,0.695,163
19,0.5,1.5,Renal-adjusted associative latent class model,0.49022891039632766,0.842,0.46732363068261784,0.18404907975460122,0.116088006066953,0.03195816652430721,0.3807807189327561,0.489,163
19,0.5,1.5,Biologically constrained latent SCM,0.4466021258583499,0.831,0.4376823004243562,0.15337423312883436,0.1172692426603684,0.0359310687568508,0.3805265113333695,0.502,163
19,0.5,1.5,Data-generating oracle (reference),,0.844,0.47281712100631557,0.1656441717791411,0.11490939614412221,0.042387800321996225,0.3776437142024521,0.489,163
20,0.5,1.5,Associative latent class model,,0.627,0.06344186481599197,0.753731343283582,0.2882153690075195,0.2804365008937681,0.23179517523269244,0.318,134
20,0.5,1.5,Renal-adjusted associative latent class model,0.6396092193437825,0.815,0.39629022048973356,0.2537313432835821,0.1353728658384596,0.050317279788072676,0.3295213511649746,0.45,134
20,0.5,1.5,Biologically constrained latent SCM,0.5372638090500225,0.822,0.4141459599853678,0.14925373134328357,0.13090772237588816,0.035949842104137215,0.34896148842549346,0.457,134
20,0.5,1.5,Data-generating oracle (reference),,0.817,0.40135734129119616,0.14925373134328357,0.1311028793331271,0.029444920643129306,0.3761245961631425,0.484,134
21,0.5,1.5,Associative latent class model,,0.628,0.06426151960373876,0.8421052631578947,0.29209775353253853,0.2828785907330294,0.23154306926354665,0.357,152
21,0.5,1.5,Renal-adjusted associative latent class model,0.5670145723306018,0.823,0.4167338418864443,0.3157894736842105,0.12787764620636852,0.04405801312821568,0.369285944035686,0.488,152
21,0.5,1.5,Biologically constrained latent SCM,0.4854714944367761,0.832,0.4403325712027173,0.16447368421052633,0.1238153702657533,0.03139385477331649,0.37328417127967917,0.475,152
21,0.5,1.5,Data-generating oracle (reference),,0.832,0.44033594476480026,0.19078947368421054,0.12403847539522932,0.03662446965522724,0.3825649194041729,0.483,152
22,0.5,1.5,Associative latent class model,,0.599,0.03829523939108844,0.75,0.3080745049403912,0.2941253568621414,0.2519561659487693,0.336,148
22,0.5,1.5,Renal-adjusted associative latent class model,0.5573148981495037,0.815,0.3962977870497052,0.17567567567567569,0.12996027725341405,0.04673372218902347,0.3736193425330414,0.462,148
22,0.5,1.5,Biologically constrained latent SCM,0.5123614707433467,0.818,0.4039004904177017,0.12837837837837837,0.12605603031161458,0.03954727385999333,0.3785984503824245,0.473,148
